Filing Date,Document Type,Filed By,Description
"May 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=567643174""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,Reply Comments on Administrative Law Judges Ruling
"May 19, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566327272""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/TOY/CPUC,ADMINISTRATIVE LAW JUDGES RULING GRANTING PARTY STATUS TO NATIONAL HOUSING LAW PROJECT
"May 16, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566329038""><span style=""color:blue""><u>COMMENTS</u></span></a>","Green For All,Greenlining Institute",JOINT COMMENTS ON JOINT TARIFFED ON-BILL FINANCING PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566347690""><span style=""color:blue""><u>COMMENTS</u></span></a>",Silicon Valley Clean Energy Authority,COMMENTS PURSUANT TO THE ADMINISTRATIVE LAW JUDGE'S RULING REGARDING TARIFF ON-BILL PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566363579""><span style=""color:blue""><u>COMMENTS</u></span></a>",VEIC,OPENING COMMENTS IN RESPONSE TO ADMINISTRATIVE LAW JUDGES RULING DIRECTING PARTIES TO FILE COMMENTS ON TARIFF ON-BILL PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566243392""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/PEREZ/CPUC,OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGE'S RULING REGARDING TARIFF ON-BILL PROPOSAL
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566326124""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,COMMENTS ON ADMINISTRATIVE LAW JUDGE'S RULING DIRECTING PARTIES TO FILE COMMENTS ON TARIFF ON-BILL PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566329034""><span style=""color:blue""><u>COMMENTS</u></span></a>",Rewiring America,OPENING COMMENTS ON JOINT TARIFFED ON-BILL PILOT PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566347692""><span style=""color:blue""><u>COMMENTS</u></span></a>",SAN DIEGO GAS & ELECTRIC COMPANY,COMMENTS ON ADMINISTRATIVE LAW JUDGE'S RULING DIRECTING PARTIES TO FILE COMMENTS ON TARIFF ON-BILL PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566886083""><span style=""color:blue""><u>COMMENTS</u></span></a>","NATIONAL HOUSING LAW PROJECT,NATIONAL CONSUMER LAW CENTER,THE UTILITY REFORM NETWORK,CENTER FOR ACCESSIBLE TECHNOLOGY",OPENING COMMENTS ON THE ADMINISTRATIVE LAW JUDGES RULING SEEKING COMMENTS ON TARIFF ON-BILL PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566326101""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Regional Energy Network,OPENING COMMENTS ON ALJ RULING DIRECTING PARTIES TO FILE COMMENTS ON TARIFF ON-BILL PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566327208""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGE'S RULING DIRECTING PARTIES TO FILE COMMENTS ON TARIFF ON-BILL PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566243387""><span style=""color:blue""><u>MOTION</u></span></a>",NATIONAL HOUSING LAW PROJECT,NATIONAL HOUSING LAW PROJECTS MOTION FOR PARTY STATUS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566329003""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,OPENING COMMENTS TO THE APRIL 16th RULING REGARDING TARIFF ON-BILL FINANCING PROPOSALS
"May 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=566246416""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGE'S RULING DIRECTING PARTIES TO FILE COMMENTS ON TARIFF ON- BILL PROPOSALS
"April 16, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=563474696""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/TOY/CPUC,"ADMINISTRATIVE LAW JUDGES RULING DIRECTING PARTIES TO FILE COMMENTS ON TARIFF ON-BILL PROPOSALS. SVCE shall notify the service list by April 22, 2025, with a request for the Commission to continue to consider its TOB proposal and have parties comment on it.  Parties are directed to consider the attached independent evaluators assessment of the proposals; and submit comments responsive to the question below by May 14, 2025.  No later than May 30, 2025, parties shall provide reply comments regarding the comments filed on May 14, 2025. No later than June 6, 2025, parties may request evidentiary hearing on contested issues, as appropriate."
"April 03, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=563003337""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2504012 - Decision Granting Compensation To Small Business Utility Advocates For Substantial Contribution To Decision (D.) 23-08-026 And D.21-08-006.
"March 19, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559223459""><span style=""color:blue""><u>REQUEST</u></span></a>",Small Business Utility Advocates,"Second Supplement; to Request for Intervenor Compensation [filed October 17, 2023], accompanied by Motion to File Under Seal and confidential version of the Second Supplement."
"March 19, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559371513""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Small Business Utility Advocates,"Second Supplement; to Request for Intervenor Compensation [filed October 17, 2023], accompanied by Motion to File Under Seal and confidential version of the Second Supplement."
"January 09, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=555441053""><span style=""color:blue""><u>REQUEST</u></span></a>",Small Business Utility Advocates,"Supplement; to Request for Intervenor Compensation [filed October 17, 2023]"
"December 19, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=550964032""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2412071 - Decision Granting Compensation To National Diversity Coalition For Substantial Contribution To Decision 23-08-026.
"December 19, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=550481344""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2412049 - Order Extending Statutory Deadline. This decision extends the statutory deadline in this proceeding to June30, 2025."
"December 19, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=550459686""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2412068 - Decision Granting Compensation To Center For Accessible Technology For Substantial Contribution To Decision (D.) 23-08-026.
"December 05, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=548361512""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC/COMMR/PresidentReynolds,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Syche Cai, Advisor to President Alice Reynolds, Karin Sung, Adviser to Commissioner Houck; Amanda Singh Birmingham, Advisor to Commissioner Houck log an ex parte meeting with Silicon Valley Clean Energy on November 25, 2024 at 9:30 am."
"December 02, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=547538209""><span style=""color:blue""><u>EXPARTE</u></span></a>",Silicon Valley Clean Energy Authority,"SILICON VALLEY CLEAN ENERGY AUTHORITY NOTICE OF EX PARTE COMMUNICATION In accordance with Rule 8.4 of the California Public Utilities Commission (Commission) Rules of Practice and Procedure, Silicon Valley Clean Energy Authority (SVCE) hereby provides notice of the following ex parte communication. On November 27, 2024, at 9:30 a.m., SVCE participated in a Webex videoconference with Commission President Reynolds and Commissioner Houcks offices.  The communication lasted approximately 30minutes.  The following individuals participated in the videoconference on behalf of the Commission: Syche Cai, Energy Advisor for President Reynolds; Karin Sung, Chief of Staff and Legal Advisor to Commissioner Houck; and Amanda Singh Birmingham, Deputy Chief of Staff and Energy Advisor to Commissioner Houck. The following individuals participated in the videoconference on behalf of SVCE: Jessamyn Allen, Programs Lead; Adam Pearse, Senior Regulatory Analyst; and for the Technology and Equipment for Clean Heating (TECH) implementation team: Dylan Voorhees, Senior Consultant for Vermont Energy Investment Corporation."
"November 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=546542632""><span style=""color:blue""><u>EXPARTE</u></span></a>",Silicon Valley Clean Energy Authority,"SILICON VALLEY CLEAN ENERGY AUTHORITYTHREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATION Pursuant to Rule 8.2(c)(2)(B) of the California Public Utilities Commission (Commission) Rules of Practice and Procedure, Silicon Valley Clean Energy Authority (SVCE)hereby gives advanced notice of a meeting with Syche Cai, Energy Advisor for Commission President Reynolds, Karin Sung, Chief of Staff and Legal Advisor for Commissioner Houck, and Amanda Singh, Energy Advisor for Commissioner Houck. The meeting is scheduled to occur on November 25, 2024at 9:30a.m. for approximately 30 minutes, and will be conducted via a Webex videoconference. Jessamyn Allen, Programs Lead for SVCE, Adam Pearse, Senior Regulatory Analyst for SVCE, and Dylan Voorhees for the Vermont Energy Investment Corporation are expected to participate in the meeting.  The purpose of the meeting is to discuss the joint Tariff On-Bill proposal filed by SVCE and the investor-owned utilities in this proceeding."
"October 17, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=544149633""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2410024 - Decision Granting Compensation To National Consumer Law Center For Substantial Contribution To Decision (D) 23-08-026.
"June 13, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105866""><span style=""color:blue""><u>RESPONSE</u></span></a>",CAL ADVOCATES/PEREZ/CPUC,"RESPONSE TO CENTER FOR ACCESSIBLE TECHNOLOGY, NATIONAL CONSUMER LAW CENTER AND THE UTILITY REFORM NETWORKS MOTION SEEKING PROCEDURAL GUIDANCE"
"June 13, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534105777""><span style=""color:blue""><u>RESPONSE</u></span></a>","Pacific Gas and Electric Company,Southern California Gas Company,Silicon Valley Clean Energy Authority,Southern California Edison Company,San Diego Gas & Electric Company","Joint opposition of Pacific Gas and Electric Company, San Diego Gas & Electric Company, Southern California Edison Company, Southern California Gas Company, and Silicon Valley Clean Energy Authority to Center for Accessible Technology, National Consumer Law Center and The Utility Reform Networks motion seeking procedural guidance."
"May 29, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532621129""><span style=""color:blue""><u>MOTION</u></span></a>","National Consumer Law Cenbter,CENTER FOR ACCESSIBLE TECHNOLOGY,The Utility Reform Network","CENTER FOR ACCESSIBLE TECHNOLOGY, NATIONAL CONSUMER LAW CENTER AND THE UTILITY REFORM NETWORKS MOTION SEEKING PROCEDURAL GUIDANCE"
"May 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=532849407""><span style=""color:blue""><u>AMENDMENT</u></span></a>",Southern California Gas Company,"Notice of Errata on Joint Tariff on Bill Proposal (Filed May 14, 2024) (In the Joint TOB Proposal, Attachment 1 referenced on page 12 of Appendix E.4 (SoCalGas TOB Pilot Proposal) was inadvertently not included. The missing Attachment 1 is therefore included in this Amendment.)"
"May 14, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531700925""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","Pacific Gas and Electric Company,EB Energy Law, Inc.,Southern California Edison Company,Southern California Gas Company,Programs Lead - Silicon Valley Clean Energy Authority,San Diego Gas & Electric Company",Joint Tariff on Bill Proposal.
"May 13, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=531358426""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Cooke/CPUC,NOTICE OF REASSIGNMENT. Rulemaking 20-08-022 is being reassigned from Commissioner Genevieve Shiroma to President Alice Reynolds.
"January 17, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=523984356""><span style=""color:blue""><u>NOTICE</u></span></a>",Ava Community Energy Authority,NOTICE OF PARTY NAME CHANGE FROM EAST BAY COMMUNITY ENERGY AUTHORITY TO AVA COMMUNITY ENERGY AUTHORITY
"October 17, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520564240""><span style=""color:blue""><u>REQUEST</u></span></a>",Center for Accessible Technology,for intervenor compensation for contribution to D23-08-026
"October 17, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520563698""><span style=""color:blue""><u>REQUEST</u></span></a>",Small Business Utility Advocates,for intervenor compensation for contribution to D23-08-026 and D21-08-006 
"October 16, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520564137""><span style=""color:blue""><u>REQUEST</u></span></a>",National Consumer Law Center,for intervenor compensation for contribution to D23-08-026
"October 13, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520552121""><span style=""color:blue""><u>REQUEST</u></span></a>",National Diversity Coalition,for intervenor compensation for contribution to D23-08-026
"October 05, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520526911""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC/COMMR/PresidentReynolds,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Kerry Fleisher, Chief Policy Advisor to President Alice Reynolds logs an ex parte meeting with Silicon Valley Clean Energy Authority on August 3, 2023 at 1:30 pm."
"August 21, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=517610770""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Cooke/CPUC,NOTICE OF REASSIGNMENT
"August 10, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=517717993""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2308026 - Decision On Clean Energy Financing Proposals. Rulemaking 20-08-022 remains open.The statutory deadline in this proceeding is extended to December 31, 2024."
"August 09, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=516768721""><span style=""color:blue""><u>EXPARTE</u></span></a>",Silicon Valley Clean Energy Authority,"SILICON VALLEY CLEAN ENERGY AUTHORITY NOTICE OF EX PARTE Communication in accordance with Rule 8.4 of the California Public Utilities Commission (Commission) Rules of Practice and Procedure, Silicon Valley Clean Energy Authority (SVCE) hereby provides notice of the following ex parte communication. On August 4, 2023, at 2:30 p.m., SVCE participated in a Webex conference with Commissioner Houcks office.  The communication lasted approximately 30minutes.  The videoconference was attended by Karin Sung, Chief of Staff and Legal Advisor for Commissioner Houck. Participating in the videoconference on behalf of SVCE were Jessamyn Allen, Senior Programs Specialist for SVCE, Nupur Hiremath, Manager of Community Programs for SVCE, Scott Blaising, attorney for Braun Blaising & Wynne, P.C., regulatory counsel for SVCE, and the following members of the Technology and Equipment for Clean Heating(TECH) implementation team: Bruce Mast, Principal with Ardenna Energy, Dylan Voorhees, Senior Consultant for VEIC, and Nancy Barba, Director for Frontier Energy."
"August 08, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=516768708""><span style=""color:blue""><u>EXPARTE</u></span></a>",SILICON VALLEY CLEAN ENERGY AUTHORITY,"SILICON VALLEY CLEAN ENERGY AUTHORITY NOTICE OF EX PARTE COMMUNICATION In accordance with Rule 8.4 of the California Public Utilities Commission (Commission) Rules of Practice and Procedure, Silicon Valley Clean Energy Authority (SVCE)hereby provides notice of the following ex parte communication. On August 3, 2023, at 1:30 p.m., SVCE participated in a Webex videoconference with Commission President Reynolds office.  The communication lasted approximately 30 minutes.  Kerry Fleisher, Chief Policy Advisor for President Reynolds, participated in the videoconference. The following individuals participated in the videoconference on behalf of SVCE: Jessamyn Allen, Senior Programs Specialist for SVCE,Citlalli Sandoval, Senior Regulatory Manager for SVCE, Scott Blaising, attorney for Braun Blaising & Wynne, P.C., regulatory counsel for SVCE, and the following members of the Technology and Equipment for Clean Heating(TECH)implementation team: Bruce Mast, Principal with Ardenna Energy, Dylan Voorhees, Senior Consultant for VEIC, and Nancy Barba, Director for Frontier Energy"
"August 03, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=516246687""><span style=""color:blue""><u>EXPARTE</u></span></a>",SILICON VALLEY CLEAN ENERGY AUTHORITY,"NOTICE OF EX PARTE COMMUNICATION. Silicon Valley Clean Energy Authority reports an ex parte meeting with Cheryl Wynn, Chief of Staff to Commissioner Genevieve Shiroma on July 31, 2023 at 10:00 am."
"August 01, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=515657248""><span style=""color:blue""><u>EXPARTE</u></span></a>",Silicon Valley Clean Energy Authority,"SILICON VALLEY CLEAN ENERGY AUTHORITYTHREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATION Pursuant to Rule 8.2(c)(2)(B) of the California Public Utilities Commission (Commission) Rules of Practice and Procedure, Silicon Valley Clean Energy Authority (SVCE) hereby gives advanced notice of a meeting with Karin Sung, Chief of Staff and Legal Advisor for Commissioner Houck. The meeting is scheduled to occur on August 4, 2023at 10:00a.m. for approximately 30 minutes, and will be conducted via a Webex videoconference. Jessamyn Allen, Senior Programs Specialist for SVCE will participate in the meeting, as will various members of the Technology and Equipment for Clean Heating initiative.  The purpose of the meeting is to discuss the proposed decision in this proceeding."
"July 28, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=515314732""><span style=""color:blue""><u>EXPARTE</u></span></a>",Silicon Valley Clean Energy Authority,"SILICON VALLEY CLEAN ENERGY AUTHORITYTHREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATIONPursuant to Rule 8.2(c)(2)(B) of the California Public Utilities Commission (Commission) Rules of Practice and Procedure, Silicon Valley Clean Energy Authority (SVCE) hereby gives advanced notice of a meeting with Kerry Fleisher, Chief Policy Advisor for Commission President Reynolds. The meeting is scheduled to occur on August 3, 2023 at 1:30 p.m. for approximately 30 minutes, and will be conducted via a Webex videoconference. Jessamyn Allen, Senior Programs Specialist for SVCE will participate in the meeting, as will various members of the Technology and Equipment for Clean Heating initiative. The purpose of the meeting is to discuss the proposed decision in this proceeding."
"July 25, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=514815801""><span style=""color:blue""><u>NOTICE</u></span></a>",Silicon Valley Clean Energy Authority,"THREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATION. Silicon Valley Clean Energy Authority is granted an ex parte meeting with Cheryl Wynn, Chief of Staff for Commissioner Shiroma on July 31, 2023 at 10:00 am."
"July 17, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=514216863""><span style=""color:blue""><u>NOTICE</u></span></a>",San Diego Community Power,NOTICE OF SUBSTITUTION OF COUNSEL 
"July 05, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=513290160""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Proposed Decision
"July 05, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=513178860""><span style=""color:blue""><u>COMMENTS</u></span></a>",Silicon Valley Clean Energy Authority,REPLY COMMENTS OF THE SILICON VALLEY CLEAN ENERGY AUTHORITY ON THE PROPOSED DECISION ON CLEAN ENERGY FINANCING PROPOSALS
"July 05, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=513299844""><span style=""color:blue""><u>COMMENTS</u></span></a>",VEIC,Reply Comments on Proposed Decision
"July 05, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=513178856""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,REPLY COMMENTS OF PACIFIC GAS AND ELECTRIC COMPANY (U 39 M) ON PROPOSED DECISION ON CLEAN ENERGY FINANCING PROPOSALS
"July 05, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=513349100""><span style=""color:blue""><u>COMMENTS</u></span></a>","CENTER FOR ACCESSIBLE TECHNOLOGY,NATIONAL CONSUMER LAW CENTER",JOINT REPLY COMMENTS ON PROPOSED DECISION ON CLEAN ENERGY FINANCING PROPOSALS
"July 05, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=513298525""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,REPLY COMMENTS OF SMALL BUSINESS UTILITY ADVOCATES TO THE JUNE 9th PROPOSED DECISION ON CLEAN ENERGY FINANCING PROPOSALS
"July 05, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=513290167""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,REPLY COMMENTS OF SOUTHERN CALIFORNIA GAS COMPANY (U 904 G) ON PROPOSED DECISION ON CLEAN ENERGY FINANCING PROPOSALS 
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512708273""><span style=""color:blue""><u>COMMENTS</u></span></a>",SAN DIEGO GAS & ELECTRIC COMPANY,Opening Comments on Proposed Decision
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512708166""><span style=""color:blue""><u>COMMENTS</u></span></a>",Silicon Valley Clean Energy Authority,Opening Comments on Proposed Decision
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512708164""><span style=""color:blue""><u>COMMENTS</u></span></a>",VEIC,Opening Comments on Proposed Decision
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512708068""><span style=""color:blue""><u>COMMENTS</u></span></a>",Environmental Defense Fund,Opening Comments on Proposed Decision
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512708271""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening Comments on Proposed Decision
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512708050""><span style=""color:blue""><u>COMMENTS</u></span></a>",Small Business Utility Advocates,Opening Comments on Proposed Decision
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512708386""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Diversity Coalition,Opening Comments on Proposed Decision
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512708401""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,Opening Comments on Proposed Decision
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512708167""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on Proposed Decision
"June 29, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=512707724""><span style=""color:blue""><u>COMMENTS</u></span></a>","NATIONAL CONSUMER LAW CENTER,CENTER FOR ACCESSIBLE TECHNOLOGY",Opening Comments on Proposed Decision
