Filing Date,Document Type,Filed By,Description
"April 22, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564685939""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company,Southern California Edison Company,San Diego Gas & Electric Company",Joint Opening Comments to Proposed Decision (Filed 04/9/2025).
"April 22, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564625165""><span style=""color:blue""><u>COMMENTS</u></span></a>",Bloom Energy Corporation,Opening Comments on Proposed Decision.
"April 21, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564636060""><span style=""color:blue""><u>MOTION</u></span></a>","CAlifornians for Renewable Energy, Inc.",Request for Official Notice
"April 18, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=564309590""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Small Business Utility Advocates,"Third Supplement; to Request for Intervenor Compensation [filed February 17, 2023] (Public Version; accompanied by the Motion to File Under Seal and Redacted Version, submitted and filed under seal.)"
"April 18, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=563474733""><span style=""color:blue""><u>REQUEST</u></span></a>",Small Business Utility Advocates,"Third Supplement; to Request for Intervenor Compensation [filed February 17, 2023] (Public Version; accompanied by the Motion to File Under Seal and Redacted Version, submitted and filed under seal.)"
"April 07, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562084639""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC / Jason Symonds / Advisor,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Jason Symonds, Advisor to Commissioner Karen Douglas logs an ex parte meeting with Sunrun on March 7, 2025 at 11:00 am."
"April 02, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=562084590""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",ALJ/CHANG/CPUC,"Proposed Decision granting Pacific Gas and Electric Company, Southern California Edison Company, and San Diego Gas & Electric Companys Petition for Modification of Decision 23-11-068 and denying Bloom Energy Corporations Petition for Modification of Decision 23-11-068. Opening comments, which shall not exceed 15 pages, are due no later than April 22, 2025. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments."
"March 28, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560829353""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, Advisor to Commissioner John Reynolds logs an ex parte meeting with Natural Resources Defense Council on March 14, 2022 at 1:30 pm."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560101149""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on May 19, 2023, at 9:30 a.m. and lasted approximately 30 minutes via Webex with ENGIE North America, Inc. and Maria Sotero, Advisor to Commissioner John Reynolds and Nancy Chaires Espinoza, School Energy Coalition; Margaret Miller, ENGIE; Jennifer Chamberlin,  ENGIE; Jacob Goering, ENGIE: Anthony Brunello, California Strategies & Advocacy.  See also, notice filed 5-26-23."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560241847""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero (Energy Advisor Executive), Christopher Westling (Customer Generation) and Erica Petrofsky (Customer Generation) attended on behalf of Commission John Reynolds log an ex parte meeting with Public Advocates Office on November 29, 2022 at 1:30 pm."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560273075""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero  Advisor to Commissioner Reynolds logs an ex parte meeting with Pacific Gas and Electric Company (PG&E), Southern California Edison Company (SCE) and San Diego Gas & Electric Company (SDG&E), (collectively, the Joint IOUs) on November 30, 2022 at 11:30 am."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560138215""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on October  5, 2023, at 11:30 a.m. and lasted approximately 30 minutes via Webex initiated by San Diego  Gas and Electric Company (SDG&E),  on behalf of itself, Southern  California Edison  Company  (SCE), and Pacific Gas & Electric Company (PG&E), collectively the Joint IOUs with Commissioner John Reynolds Interim Chief of Staff, Maria Sotero and PG&E -Amy Barr, Principal Regulatory Relations; Colin Kerrigan, Principal Rate Analyst.  SCE -Marissa Blunschi, Principal Manager of State Regulatory Relations; and Andre Ramirez, Senior Advisor, Pricing Design & Research Regulatory Policy. SDG&E -Gwen Morien, Rate Strategy and Design Manager. CPUC Energy Division Sarah Lerhaupt, Christopher Westling. Sea also, notice filed 10-10-23."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560273066""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on April 18, 2023, at 3:30p.m. and lasted approximately 30 minutes via Webex initiated by Ivy Energy with Commissioner John Reynolds Advisor Maria Sotero and Allie Detrio, Policy Advisor, Dover Janis, Founder & CEO, Scott Bechler, Senior Market Growth Analyst,  Davis Giles,  Senior Data Scientist, and Dr. Daniel Howard, Technical Advisor. See also, notice filed 4-21-23."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560134378""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on December 7, 2022, at 3:00p.m. and lasted approximately 30 minutes via Webex initiated by GRID Alternatives, Vote Solar, and Sierra Club with Maria Sotero, Advisor to Commissioner John Reynolds, and Christopher Westerley, Energy Division and Katherine Ramsey (representing Sierra Club), Stephen Campbell (representing GRID Alternatives), and Stephanie Doyle (representing Vote Solar). See also, notice filed 12-12-22."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560138219""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner John Reynolds logs an ex parte meeting with SunPower Corporation on December 7, 2022 at 3:30 pm."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559995310""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on December 7, 2022, at 10:30a.m. and lasted approximately 30 minutes via Webex initiated by California Solar & Storage Association (CALSSA) with Maria Sotero of the Office of Commissioner John Reynolds and Chris Westling of Energy Division. and Brad Heavner, Policy Director of CALSSA, and Julia Kantor of Keyes & Fox.  See also, notice filed 12-9-22."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559995309""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on December 6, 2022, at 10:30a.m. and lasted approximately 30 minutes via Webex initiated by Coalition of California Utility Employees (CUE), the California Wind Energy Association (CalWEA) and the Independent Energy Producers Association (IEP) and Maria Sotero, Advisor to Commissioner Reynolds, Christopher Westling, Energy Division, and Erica Petrofsky, Energy Division. and CUE; Marc Joseph, attorney for CUE; Nancy Rader, Executive Director of CalWEA; and Scott Murtishaw, Policy Director for IEP. See also, notice filed 12-7-22."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560241850""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner John Reynolds logs an ex parte meeting with SUNRUN, INC. on May 12, 2023 at 12:00 pm."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560134393""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner John Reynolds logs an ex parte meeting with Sierra Club on December 2, 2022 at 1:30 pm."
"March 25, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=560138214""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on August  17, 2023, at 3:30 p.m. and lasted approximately 30 minutes via Webex initiated by Ivy Energy with Commissioner John Reynolds Advisor Maria Sotero, Chris Westling, Erica Petrofsky, and Sarah Lerhaupt from Energy  Division and Allie Detrio, Policy  Advisor,  Dover Janis, Founder  & CEO,  Scott Bechler, Senior Market Growth Analyst,  Davis Giles,  Senior Data Scientist, Dr. Daniel Howard, Technical Advisor, Alana Steele, VP of Legal & Regulatory, and Adam Masser, COO. See also, notice filed 8-17-23."
"March 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559213137""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2503021 - Decision Granting Compensation To Small Business Utility Advocates For Substantial Contribution To Decision (D.) 23-22-068 And D.24-07-036.
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558340192""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner John Reynolds logs an ex parte meeting with Solar Energy Industries Association on November 18, 2022 at 9:30 am."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558427356""><span style=""color:blue""><u>EXPARTE</u></span></a>",Sunrun Inc.,"NOTICE OF EX PARTE COMMUNICATION. Sunrun Inc  reports an ex parte meeting with (1) Jason Symonds, Advisor to Commissioner Karen Douglas on March 7, 2025 from 11:00 am to 11:30 am (2) Kerry Fleisher, Chief Policy Advisor to President Reynolds on March 7, 2025 from 11:30 am to 12:00 pm (3) Andrew Klutey, Advisor to Commissioner John  Reynolds on March 7, 2025  from 2:00 pm to 2:30 pm (4) Amanda Singh Birmingham, Deputy Chief of Staff and Energy Advisor to Commissioner Darcie Houck, and Audrey Neuman, Energy Advisor to Commissioner Darcie Houck on March 7, 2025 from 4:00 pm to 4:30 pm."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559095109""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on March 16, 2022, at12:30 pm. and lasted approximately 30 minutes via Webex initiated by SunPower Corporation with Maria Sotero, Advisor to Commissioner John Reynolds, Christopher  Westling,  Senior Analyst at the Commission,  and Erica Petrofsky,  Regulatory  Analyst at the Commission and Suzanne Leta, Senior Director and Head of Policy  at SunPower,  Shawn Kelly,  Senior Analyst at SunPower,  and Cassie Gilson  of Axiom  Advisors.  See also, notice filed 3-16-22."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558970062""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner John Reynolds logs an ex parte meeting with Solar Energy Industries Association on March 4, 2022 at 3:00 pm."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558405931""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero (Energy Advisor Executive), Christopher Westling (Customer Generation) and Erica Petrofsky (Customer Generation) attended on behalf of Commission John Reynolds log an ex parte meeting with Public Advocates Office at the California Public Utilities Commission (Cal Advocates), California Wind Energy Association (CalWEA), the Coalition of California Utility Employees (CUE), and the Independent Energy Producers Association (IEP) on March 14, 2022 at 1:00 pm."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558970066""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on November 29, 2022, at 3:30 p.m. and lasted approximately 30 minutes via Webex initiated by Sunrun with Maria Sotero, Advisor to Commissioner Reynolds and Chris Westling, a Senior Policy Analyst at the Energy Division and Walker Wright (Sunrun), Rachel McMahon (Sunrun), and Manal Yamout  McDermid (Caliber Strategies).  See also notice filed 12-1-22."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559071667""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner John Reynolds logs an ex parte meeting with Sierra Club on March 16, 2022 at 11:00 am."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558365949""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner John Reynolds logs an ex parte meeting with Small Business Utility Advocates on March 3, 2022 at 10:30 am."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558970059""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero of Commissioner John Reynoldss Office logs an ex parte meeting with Protect Our Communities Foundation on March 23, 2022 at 11:30 am."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558423099""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on November 9, 2023, at 3:30 p.m. and lasted approximately 30 minutes via Webex initiated by SunPower Corporation with Maria Sotero, Advisor to Commissioner John Reynolds and Allie Detrio of Reimagine Power, Alana Steele, Daniel Howard and Davis Giles of Ivy Energy, Rick Brown of Terra Verde, and Meg Snyder of Axiom.  See also, notice filed 11-13-23."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558336245""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on March 7, 2022, at 11:00 a.m. and lasted approximately 30 minutes via Webex initiated by Sunrun with Maria Sotero, Advisor to Commissioner John Reynolds and Chris Westling, Regulatory Analyst in the Energy Division and Walker Wright (Sunrun), Rachel McMahon (Sunrun), Manal Yamout McDermid (Caliber Strategies) and Rohimah  Moly  (Caliber Strategies).  See also, notice filed 3-10-22."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558336244""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner John Reynolds logs an ex parte meeting with SunPower Corporation on April 12, 2024 at 11:00 am."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558340191""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner John Reynolds logs an ex parte meeting with Solar Energy Industries Association on July 13, 2022 at 10:00 am."
"March 12, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558423100""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on August 9, 2022, at 10:00 a.m. and lasted approximately 30 minutes via Webex initiated by Sunrun with Maria Sortero, Advisor to Commissioner Reynolds, and Senior Regulatory Analyst Erica Petrofsky and Senior Regulatory Analyst Chris Wesling of CPUC Energy Division and Walker Wright (Sunrun), Rachel McMahon (Sunrun), Thad Culley (Sunrun), and Manal Yamout McDermid (Caliber Strategies).  See also, notice filed 8-11-22."
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558427311""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, Advisor in Commissioner John Reynolds office logs an ex parte meeting with Enphase Energy on November 21, 2022 at 11:30 am."
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558336215""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION.  Maria Sotero, Advisor in Commissioner John Reynolds office, and Chris Westling, Senior Analyst for NEM Reform, and Erica Petrofsky, Regulatory Analyst, at the Commission log an ex parte meeting with Enphase Energy on March 8, 2022 at 3:00 pm."
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558423064""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on July 26, 2022, at 1:30 p.m. and lasted approximately 30 minutes via Webex initiated by Ivy Energy with Commissioner John Reynolds Advisor Maria Sotero and Energy Division Analysts Erica Petrofsky and Chris Westling and Allie Detrio, Policy Advisor, Dover Janis, Founder & CEO.  See also, notice filed, 7-26-22. See also, notice filed 7-26-2022."
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558423054""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on March 3, 2022, at 10:00 a.m. and lasted approximately 30 minutes Webex initiated by Coalition for Community Solar Access with Maria Sotero, Advisor to Commissioner John Reynolds, and Christopher Westling with the Energy Division and Charlie Coggeshall, Senior Analyst & Western Regional Director for CCSA, Brandon Smithwood, CCSA witness in this docket and Senior Director of Policy for Dimension Renewable Energy, and Joseph F. Wiedman, counsel for CCSA. See also, notice filed 3-3-22."
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558365896""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on July 13, 2022, at 10:45a.m. and lasted approximately 30 minutes via Webex initiated by SunPower Corporation and Maria Sotero, Advisor to Commissioner John Reynolds, and Erica Petrofsky, Senior Regulatory Analyst, Energy Division and Patrick Sterns, Senior Manager of Policy at SunPower, Shawn Kelly, Senior Policy Analyst at SunPower, Meg Snyder and Cassie Gilson of Axiom Advisors. See also, notice filed 7-13-22."
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558336207""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, Energy Advisor in the Office of Commissioner John Reynold logs an ex parte meeting with California Solar & Storage Association on March 17, 2022 at 4:00 pm."
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558345268""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, Advisor to Commissioner John Reynolds, and Joshua Litwin, Energy Division staff log an ex parte meeting with Coalition for Community Solar Access on July 25, 2022 at 11:00 am."
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558423052""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on July 15, 2022, at 11:30a.m. and lasted approximately 30 minutes via Webex (Oral) California Solar & Storage Association with Maria Sotero of the Office of Commissioner John Reynolds and Erica Petrofsky of Energy Division and Mr. Heavner, Mr. Lindl, and Ms. Kantor. See also, notice filed on 7-20-25."
"March 10, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558365906""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero in the office of Commissioner John Reynolds, Christopher Westling and Erica Petrofsky from the Commissions Energy Division log an ex parte meeting with ENGIE North America, Inc on March 18, 2022 at 2:30 pm."
