Filing Date,Document Type,Filed By,Description
"March 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527971982""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/ATAMTURK/CPUC,ADMINISTRATIVE LAW JUDGES RULING REGARDING THE MOTIONS FOR LEAVE TO FILE CONFIDENTIAL REPORT ON EFFECTIVENESS OF VOLUNTARY ALLOCATION AND/OR MARKET OFFER UNDER SEAL
"March 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527970381""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,[PUBLIC VERSION] Revised Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=528872704""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Pacific Gas and Electric Company,"AMENDED MOTION FOR LEAVE TO FILE CONFIDENTIAL MATERIAL IN PACIFIC GAS AND ELECTRIC COMPANYS (U 39 E) FINAL 2023 RENEWABLES PORTFOLIO STANDARD PROCUREMENT PLAN (CONFIDENTIAL VERSION) FILED ON JANUARY 22, 2024 UNDER SEAL UNDER RULE 11.4."
"March 18, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527532631""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/ATAMTURK/CPUC,ADMINISTRATIVE LAW JUDGES RULINGGRANTING UPDATED MOTIONS FOR LEAVE TO FILECONFIDENTIAL MATERIAL UNDER SEAL FOR 2022 RENEWABLES PORTFOLIO STANDARD PROCUREMENT PLANS
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527510592""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",San Diego Community Power,[PUBLIC VERSION] Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=528031409""><span style=""color:blue""><u>LAW & MOTION</u></span></a>","Commercial Energy of Montana, Inc.",[PUBLIC VERSION] Revised Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527972000""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","Commercial Energy of Montana, Inc.",[PUBLIC VERSION] Revised Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527884570""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Sonoma Clean Power Authority,[PUBLIC VERSION] Final 2023 Renewables Portfolio Standard Procurement Plan -Revised
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527440746""><span style=""color:blue""><u>LAW & MOTION</u></span></a>","Constellation NewEnergy, Inc.",[PUBLC VERSION] Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527532346""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",The Regents of the University of California,[PUBLIC VERSION] Revised Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527510645""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","Constellation NewEnergy, Inc.",[PUBLC VERSION] Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527440705""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",San Diego Community Power,[PUBLIC VERSION] Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527510335""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Sonoma Clean Power Authority,[PUBLIC VERSION] Final 2023 Renewables Portfolio Standard Procurement Plan -Revised
"March 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527533666""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",The Regents of the University of California,[PUBLIC VERSION] Revised Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 11, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527220837""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Ava Community Energy,"AMENDMENT TO MOTION FOR LEAVE TO FILE UNDER SEAL THE CONFIDENTIAL INFORMATION OF ITS FINAL 2023 RENEWABLES PORTFOLIO STANDARD PROCUREMENT PLAN AND APPENDIX A, C, D  AND G  FILED ON DECEMBER 29, 2023. [NOTE:  Originally, filed on 12/29/23.]"
"March 07, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527512609""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Clean Power Alliance of Southern California,[PUBLIC VERSION] Revised Final 2023 Renewables Portfolio Standard Procurement Plan.
"March 07, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527532319""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",PacifiCorp,[PUBLIC VERSION] On-Year Supplement to its 2021 Integrated Resource Plan.
"March 07, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=528046208""><span style=""color:blue""><u>MOTION</u></span></a>",Desert Community Energy,Amended Motion for Leave to File Under Seal its Confidential Final 2023 RPS Procurement Plan.
"March 07, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527532629""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",PacifiCorp,[PUBLIC VERSION] On-Year Supplement to its 2021 Integrated Resource Plan.
"March 07, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=527532630""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Clean Power Alliance of Southern California,[PUBLIC VERSION] Revised Final 2023 Renewables Portfolio Standard Procurement Plan.
"February 23, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=526858913""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Southern California Edison Company,Updated motion of Southern California Edison Company for leave to file the confidential version of its Revised Final 2022 Renewables Portfolio Standard Procurement Plan under seal (filing made per ALJ Atamturks 2/13/2024 Ruling).
"February 23, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=526930415""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Updated motion of Pacific Gas and Electric Company for leave to file confidential material in Pacific Gas and Electric Companys Final 2022 Renewables Portfolio Standard Procurement Plan (confidential version) under seal under Rule 11.4 (filing made per ALJ Atamturks 2/13/2024 Ruling).
"February 23, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=526908735""><span style=""color:blue""><u>LAW & MOTION</u></span></a>","Direct Energy Business, LLC",Updated motion of Direct Energy Business LLC for leave to file confidential information under seal (2022 Renewables Portfolio Standard Procurement Plan filed under seal per ALJ Atamturks 2/13/2024 Ruling).
"February 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=526908416""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",CleanPowerSF,Updated motion of CleanPowerSF for leave to file under seal confidential information in its Amended Final 2022 Renewables Portfolio Standard Procurement Plan (filing made per ALJ Atamturks 2/13/2024 Ruling).
"February 20, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=525583351""><span style=""color:blue""><u>REQUEST</u></span></a>",Small Business Utility Advocates,for intervenor compensation for contribution to D23-12-008
"February 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=525583350""><span style=""color:blue""><u>REQUEST</u></span></a>",Green Power Institute,for intervenor compensation for contribution to D23-12-008 and Res. E-5288
