Filing Date,Document Type,Filed By,Description
"March 07, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=211889224""><span style=""color:blue""><u>NOTICE</u></span></a>",ACTING CALJ/ SIMON/ CPUC,NOTICE OF REASSIGNMENT
"March 02, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=213120477""><span style=""color:blue""><u>RESPONSE</u></span></a>","Western Riverside Council of Governments,Desert Community Energy,Los Angeles Community Choice Energy",Joint response to the Joint Utilities’ Petition for Modification of Decision 12-12-036 (late-filed authorized by ALJ Kim per e-mail of 4/18/2018).
"March 01, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212762791""><span style=""color:blue""><u>RESPONSE</u></span></a>",City and County of San Francisco,Response to Petition for Modification of Decision 12-12-036.
"March 01, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212597958""><span style=""color:blue""><u>RESPONSE</u></span></a>",THE CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Response to the Petition for Modification of Decision 12-12-036.
"March 01, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212596850""><span style=""color:blue""><u>RESPONSE</u></span></a>",City of Solana Beach,Response to the Petition for Modification of Decision 12-12-036.
"March 01, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212643602""><span style=""color:blue""><u>RESPONSE</u></span></a>","Shell Energy North America (US), L.P.",Response to Petition for Modification of Decision 12-12-036.
"March 01, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212596830""><span style=""color:blue""><u>RESPONSE</u></span></a>",ORA/HOOK/CPUC,Response to the Petition for Modification of Decision 12-12-036.
"March 01, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212763073""><span style=""color:blue""><u>RESPONSE</u></span></a>",Coalition of California Utility Employees,Response to the Petition for Modification of Decision 12-12-036.
"March 01, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212597969""><span style=""color:blue""><u>RESPONSE</u></span></a>",City of San Diego,Response to Joint Electrical Corporations' Petition to Modify D.12-12-036.
"March 01, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212762800""><span style=""color:blue""><u>RESPONSE</u></span></a>","Alliance for Retail Energy Market,Direct Access Customer Coalition",Response opposing Petition for Modification of Decision 12-12-036.
"January 30, 2018","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=207544639""><span style=""color:blue""><u>PETITION FOR MODIFICATION</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company,Pacific Gas and Electric Company",PETITION FOR MODIFICATION OF DECISION 12-12-036 OF
"October 31, 2013","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=80742036""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D1310069 - grants Intervenor Compensation to Women's Energy Matters for Substantial Contribution to D.12-12-036
"February 26, 2013","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=65714582""><span style=""color:blue""><u>REQUEST</u></span></a>",Women's Energy Matters,Intervenor compensation claim for contribution to Decision 12-12-036.
"December 20, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=40674712""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D1212036 - Adopts a Code of Conduct and Enforcement Mechanisms Related to Utility Interactions with Community Choice Aggregators, Pursuant to Senate Bill 790, and closes proceeding."
"December 17, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=64893049""><span style=""color:blue""><u>COMMENTS</u></span></a>",Women's Energy Matters,Reply; to the 11/20/12 Proposed Decision
"December 17, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39601096""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply; to the 11/20/12 Proposed Decision
"December 17, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39600871""><span style=""color:blue""><u>COMMENTS</u></span></a>",City and County of San Francisco,Reply; to the 11/20/12 Proposed Decision
"December 17, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39597256""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Reply; to the 11/20/12 Proposed Decision
"December 17, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39598680""><span style=""color:blue""><u>COMMENTS</u></span></a>",Coalition of California Utility Employees,Reply; to the 11/20/12 Proposed Decision
"December 17, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39600552""><span style=""color:blue""><u>COMMENTS</u></span></a>","Marin Energy Authority,CCA ALLIANCE",Reply; on the 11/20/12 Proposed Decision
"December 17, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39599013""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply; to the 11/20/12 Proposed Decision
"December 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39601414""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Opening; on Proposed Decision of President Peevey Adopting Rules for Electrical Corporations Relative to Community Choice Aggregation Programs
"December 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39597232""><span style=""color:blue""><u>COMMENTS</u></span></a>",Coalition of California Utility Employees,Opening; on the Assigned Commissioner's Proposed Decision
"December 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39599211""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,"Opening; on the (Proposed) Decision Adopting a Code of Conduct and Enforcement Mechanisms Related to Utility Interactions with Community Choice Aggregators, Pursuant to Senate Bill 790"
"December 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39599983""><span style=""color:blue""><u>COMMENTS</u></span></a>",Marin Energy Authority,"on the Proposed Decision Adopting a Code of Conduct and Enforcement Mechanisms Related to Utility Interactions with Community Choice Aggregators, Pursuant to Senate Bill 790"
"December 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39601193""><span style=""color:blue""><u>COMMENTS</u></span></a>",City and County of San Francisco,"on the November 20 Proposed Decision of Commissioner Peevey regarding a code of conduct, rules and enforcement procedures governing the conduct of electrical corporations relative to the consideration, formation and implementation of community choice aggregation programs"
"December 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39601632""><span style=""color:blue""><u>COMMENTS</u></span></a>",Women's Energy Matters,Opening; on Proposed Decision Adopting a CCA Code of Conduct
"December 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39597780""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,"Opening; on (Proposed) Decision Adopting a Code of Conduct and Enforcement Mechanisms Related to Utility Interactions with Community Choice Aggregators, Pursuant to Senate Bill 790"
"November 20, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31722741""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/PEEVEY/CPUC,"Decision Adopting a Code of Conduct and Enforcement Mechanisms Related to Utility Interactions with Community Choice Aggregators, Pursuant to Senate Bill 790. Opening comments, which shall not exceed 15 pages, are due no later than December 10, 2012. Reply comments, which shall not exceed 5 pages, are due no later than five days after the last day for filing comments."
"September 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=27798804""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply comments on Assigned Commissioner's and Administrative Law Judge's Scoping Memo and Ruling.
"September 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=27381137""><span style=""color:blue""><u>COMMENTS</u></span></a>","Marin Energy Authority,San Joaquin Valley Power Authority,South San Joaquin Irrigation District,City of Santa Cruz,The Climate Protection Campaign,Direct Access Customer Coalition,Direct Energy, LLC,Alliance for Retail Energy Markets",Reply comments on the Assigned Commissioner's and Administrative Law Judge's Scoping Memo and Ruling.
"September 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=64660212""><span style=""color:blue""><u>COMMENTS</u></span></a>",Women's Energy Matters,Reply comments on the proposed code of conduct.
"September 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=27382560""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Reply comments on updated draft rules for electrical corporations relative to Community Choice Aggregation Programs.
"September 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=27380150""><span style=""color:blue""><u>COMMENTS</u></span></a>",City and County of San Francisco,"Reply comments regarding rulemaking pursuant to Senate Bill No.790 to consider and adopt a code of conduct, rules and enforcement procedures governing the conduct of electrical corporations relative to the consideration, formation and implementation of Community Choice Aggregation Programs."
"September 10, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=27802369""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply comments to parties' comments on the Assigned Commissioner's and Administrative Law Judge's Scoping Memo and Ruling.
"September 07, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=27379821""><span style=""color:blue""><u>COMMENTS</u></span></a>",Coalition of California Utility Employees,Reply comments on the Assigned Commissioner's and Administrative Law Judge's Scoping Memo and Ruling.
"August 27, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=26470480""><span style=""color:blue""><u>COMMENTS</u></span></a>",City and County of San Francisco,Comments on the Assigned Commissioner's and Administrative Law Judge's Scoping Memo and Ruling.
"August 27, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=26525195""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening comments on updated draft rules for electrical corporations relative to Community Choice Aggregation programs.
"August 27, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=26469491""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening comments on the Assigned Commissioner's and Administrative Law Judge's Scoping Memo and Ruling.
"August 27, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=26466322""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Opening;
"August 27, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=26469057""><span style=""color:blue""><u>COMMENTS</u></span></a>","Marin Energy Authority,San Joaquin Valley Power Authority,South San Joaquin Irrigation District,City of Santa Cruz,The Climate Protection Campaign,Direct Access Customer Coalition,Direct Energy, LLC,Alliance for Retail Energy Markets",Opening; 
"August 27, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=26470586""><span style=""color:blue""><u>COMMENTS</u></span></a>",Coalition of California Utility Employees,Opening comments on the Scoping Memo and Ruling.
"August 24, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=26471457""><span style=""color:blue""><u>COMMENTS</u></span></a>","Gas and Power Technologies, Inc.",Comments on Assigned Commissioner's and Administrative Law Judge's Scoping Memo and Ruling.
"August 24, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=26467293""><span style=""color:blue""><u>MOTION</u></span></a>","Gas and Power Technologies, Inc.",to Become a Party
"August 09, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=64649""><span style=""color:blue""><u>SCOPING RULING</u></span></a>","CMMR/PEEVEY/CPUC,ALJ/HECHT/CPUC","Assigned Commissioner's and Administrative Law Judge's Scoping Memo and Ruling. The preliminary categorization of this proceeding as quasi-legislative and preliminary determination that hearings will not be needed are confirmed.  The scope of this proceeding and the issues to be addressed are as set forth in the body of this ruling.  Michael R. Peevey is the assigned Commissioner and Presiding Officer for this proceeding.  Pursuant to Rule 8.2(a), ex parte communications will be allowed in this quasi-legislative proceeding without restriction or reporting requirements. Opening comments on Attachment 1 to this ruling shall be filed and served by August 24, 2012, with reply comments due by September 7, 2012."
"June 14, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=61928""><span style=""color:blue""><u>MOTION</u></span></a>",Women's Energy Matters,Motion for Acceptance of Late-Filed NOI.  
"May 21, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=63596""><span style=""color:blue""><u>NOTICE</u></span></a>",Women's Energy Matters,of Intent to Claim Inervenor Compensation. (Late-File approved by ALJ Hecht Email dated 6/15/2012.)
"April 16, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=59096""><span style=""color:blue""><u>COMMENTS</u></span></a>",City and County of San Francisco,"Reply comments regarding rulemaking pursuant to Senate Bill No.790 to consider and adopt a code of conduct, rules and enforcement procedures governing the conduct of electrical corporations relative to the consideration, formation and implementation of Community Choice Aggregation Programs."
"April 16, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=59159""><span style=""color:blue""><u>COMMENTS</u></span></a>","Marin Energy Authority,San Joaquin Valley Power Authority,South San Joaquin Irrigation District,City of Santa Cruz,The Climate Protection Campaign,Sierra Club California,Direct Energy, LLC,Noble Americas Energy Solutions LLC,Constellation NewEnergy, Inc.,Alliance for Retail Energy Markets,Direct Access Customer Coalition",Reply; regarding the Rulemaking Issued Pursuant to Senate Bill 790
"April 16, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=59151""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,"Reply; on the Order Instituting Rulemaking Pursuant to Senate Bill No. 790 to Consider and Adopt a Code of Conduct, Rules and Enforcement Procedures Governing the Conduct of Electrical Corporations Relative to the Consideration, Formation and Implementation of Community Choice Aggregation Programs"
"April 16, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=59092""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Reply comments on the OIR.
"April 16, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=59143""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Reply;
"April 16, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=59090""><span style=""color:blue""><u>COMMENTS</u></span></a>",COALITION OF CALIFORNIA UTILITY EMPLOYEES,Reply comments on the OIR pursuant to Senate Bill 790.
"March 27, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=57608""><span style=""color:blue""><u>MOTION</u></span></a>",Women's Energy Matters,FOR HEARINGS
"March 26, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=57542""><span style=""color:blue""><u>COMMENTS</u></span></a>","Shell Energy North America (US), L.P.",Opening;
"March 26, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=58193""><span style=""color:blue""><u>COMMENTS</u></span></a>",Local Power,Opening comments on the Order Instituting Rulemaking pursuant to Senate Bill 790.
"March 26, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=57582""><span style=""color:blue""><u>COMMENTS</u></span></a>",Women's Energy Matters,OPENING; ON THE OIR
"March 26, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=57538""><span style=""color:blue""><u>COMMENTS</u></span></a>",PACIFIC GAS AND ELECTRIC COMPANY,Opening;
"March 26, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=57627""><span style=""color:blue""><u>COMMENTS</u></span></a>",City and County of San Francisco,"Opening; regarding Rulemaking Pursuant to Senate Bill No. 790 to Consider and Adopt a Code of Conduct, Rules and Enforcement Procedures Governing the Conduct of Electrical Corporations Relative to the Consideration, Formation and Implementation of Community Choice Aggregation Programs"
"March 26, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=57540""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Opening;
"March 26, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=57630""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,"Opening; on the Order Instituting Rulemaking Pursuant to Senate Bill No. 790 to Consider and Adopt a Code of Conduct, Rules and Enforcement Procedures Governing the Conduct of Electrical Corporations Relative to the Consideration, Formation and Implementation of Community Choice Aggregation Programs"
"March 26, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=57544""><span style=""color:blue""><u>COMMENTS</u></span></a>","Marin Energy Authority,Alliance for Retail Energy Markets,San Joaquin Valley Power Authority,South San Joaquin Irrigation District,City of Santa Cruz,The Climate Protection Campaign,Direct Energy, LLC,Noble Americas Energy Solutions LLC,Constellation NewEnergy, Inc.,Direct Access Customer Coalition",OPENING; REGARDING THE RULEMAKING ISSUED PURSUANT TO SENATE BILL 790
"March 23, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=58191""><span style=""color:blue""><u>MOTION</u></span></a>",Local Power,Motion to become a party.
"February 23, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=55654""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/CLOPTON/CPUC,OF ASSIGNMENT
"February 16, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=575262""><span style=""color:blue""><u>COMMISSION RULEMAKING</u></span></a>",CPUC,"Order Instituting Rulemaking Pursuant to Senate Bill No. 790 to Consider and Adopt a Code of Conduct, Rules and Enforcement Procedures Governing the Conduct of Electrical Corporations Relative to the Consideration, Formation and Implementation of Community Choice Aggregation Programs.

Opening Comments on the Proposed Rules are due by March 26, 2012;
Reply Comments on the Proposed Rules are due by April 16, 2012;
Motions for Hearing are due by April 23. 2012;
Responses to Motions for Hearing are due by April 30. 2012."
