Filing Date,Document Type,Filed By,Description
"September 27, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=212596783""><span style=""color:blue""><u>EXPARTE</u></span></a>",California Choice Energy Authority,"Notice of Ex Parte Communications. California Choice Energy Authority noticed written ex parte communication of an e-mail and accompanying letter sent to Commission President, Michael Picker and Commissioner Carla Peterman, with copies of the letter provided to the other Commissioners, on September 25, 2017."
"September 20, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=195911043""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/ALLEN/CPUC,Administrative Law Judge’s Ruling setting evidentiary hearings. 
"September 18, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=195910538""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Community Choice Association,Comments on the need for evidentiary hearings. 
"September 18, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=195910730""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company,Pacific Gas and Electric Company",Joint comments on the need for evidentiary hearings. 
"September 14, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=195586749""><span style=""color:blue""><u>MOTION</u></span></a>",California Choice Energy Authority,Motion for Party Status.
"September 07, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=195146338""><span style=""color:blue""><u>MOTION</u></span></a>",Pioneer Community Energy,Motion for Party Status.
"August 09, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193573185""><span style=""color:blue""><u>NOTICE</u></span></a>",ACTING CALJ/FARRAR/CPUC,Notice of Co-Assignment.
"June 19, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=190624263""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SIMON/CPUC,Administrative Law Judge’s Ruling granting in part request for extension of time. The schedule for this proceeding is revised as set forth.
"June 19, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=195910489""><span style=""color:blue""><u>EXPARTE</u></span></a>",California Community Choice Association,"SUMMARY:  On June 19, 2017, James Hendry of the California Community Choice Association submitted, via e-mail comments to Suzanne Casazza of the Energy Division, with the understanding that these comments will be communicated to Cmmrs. Picker, Guzman Aceves, Randolph, Peterman, and Rechtschaffen. Copies of the e-mail and comments are attached to the notice."
"April 24, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=185576271""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company,Pacific Gas and Electric Company",Post-Workshop Comments of Southern California Edison Company
"April 24, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=186437648""><span style=""color:blue""><u>COMMENTS</u></span></a>","Shell Energy North America (US), L.P.",Post - Workshop Comments of Shell Energy North America (US) L.P.
"April 24, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=186437652""><span style=""color:blue""><u>COMMENTS</u></span></a>","City of Lancaster,City and County of San Francisco,Marin Clean Energy,Peninsula Clean Energy,Silicon Valley Clean Energy Authority,Sonoma Clean Power Authority",Post-Workshop Comments of California Community Choice Association.
"April 07, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=183389140""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SIMON/CPUC,Administrative Law Judge’s Ruling Requesting Post-Workshop Comments.
"March 28, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=182363310""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SIMON/CPUC,Administrative Law Judge’s Ruling granting motions for party status.
"March 20, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=510287202""><span style=""color:blue""><u>NOTICE</u></span></a>",TURN - The Utility Reform Network,Supplemental; of intent to claim intervenor compensation
"March 01, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=176948604""><span style=""color:blue""><u>SCOPING RULING</u></span></a>","CMMR/PICKER/CPUC,ALJ/SIMON/CPUC","Fourth Amended Scoping Memo and Ruling of Assigned Commissioner and Administrative Law Judge. The category of this proceeding is ratesetting. Hearing is determined to be necessary.  The scope of the issues remaining for this proceeding and the schedule for the proceeding are as set forth. Ex parte communications with the assigned Commissioner, other Commissioners, their advisors and the Administrative Law Judge are only permitted as described in Sections 1701.1 and 1701.3. Administrative Law Judge Anne Simon is designated as the Presiding Officer. "
"February 28, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=183388329""><span style=""color:blue""><u>EXPARTE</u></span></a>",Southern California Edison Company,"Notice of Ex Parte Communication. Southern California Edison Company noticed oral and written ex parte communications with Nick Chaset, Advisor to Commissioner Michael Picker on February 23, 2017. "
"February 27, 2017","<a href=""http://www.cpuc.ca.gov/orderadocument/""><span style=""color:blue""><u>TRANSCRIPT</u></span></a>",REPORTING SECTION,"02/16/17, Prehearing Conference, pgs 106-138, PHC 6"
"February 24, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=176949042""><span style=""color:blue""><u>RESPONSE</u></span></a>",Pacific Gas and Electric Company,Response to Administrative Law Judge’s request regarding re-entry fee calculation. 
"February 24, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=176948615""><span style=""color:blue""><u>RESPONSE</u></span></a>",Southern California Edison Company,Description of community choice aggregation customer re-entry fee.
"February 24, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=176948828""><span style=""color:blue""><u>RESPONSE</u></span></a>",San Diego Gas & Electric Company,Explanation of its tariffed re-entry fee. 
"February 17, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=184627846""><span style=""color:blue""><u>CERTIFICATE OF SERVICE</u></span></a>",Southern California Edison Company,Certificate of service of Three-Day Notice of Grant of request for individual ex parte meeting by Southern California Edison Company. 
"February 13, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=176948424""><span style=""color:blue""><u>STATEMENT</u></span></a>","California Community Choice Association,City of Lancaster,City and County of San Francisco,Marin Clean Energy,Peninsula Clean Energy,Silicon Valley Clean Energy Authority,Sonoma Clean Power Authority",PREHEARING CONFERENCE STATEMENT
"February 13, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=187574018""><span style=""color:blue""><u>STATEMENT</u></span></a>",Communities for a Better Environment,"Prehearing Conference Statement of California Community Choice Association, City of Lancaster, City and County of San Francisco, Marin Clean Energy, Peninsula Clean Energy, Silicon Valley Clean Energy Authority, and Sonoma Clean Power Authority"
"February 13, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=175632732""><span style=""color:blue""><u>MOTION</u></span></a>",PENINSULA CLEAN ENERGY,MOTION FOR PARTY STATUS
"February 13, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=175252544""><span style=""color:blue""><u>MOTION</u></span></a>",City of Lancaster,Motion for party status.
"February 13, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=176948422""><span style=""color:blue""><u>STATEMENT</u></span></a>","Southern California Edison Company,SAN DIEGO GAS & ELECTRIC COMPANY,PACIFIC GAS AND ELECTRIC COMPANY",PREHEARING CONFERENCE STATEMENT
"January 30, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=173118975""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SIMON/CPUC,"ADMINISTRATIVE LAW JUDGE'S RULING SETTING PREHEARING CONFERENCE AND REQUESTING PREHEARING CONFERENCE STATEMENTS.  Prehearing conference statements due February 13, 2017 (8 page limit)."
"January 27, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=175252576""><span style=""color:blue""><u>EXPARTE</u></span></a>",Southern California Edison Company,"Notice of Ex Parte Communication. Southern California Edison Company noticed oral and written ex parte communication with Rachel Peterson, Chief of Staff to Commissioner Liane Randolph, Leuwam Tesfai and Jason Houck, Advisors to Commissioner Randolph, on January 24, 2017."
"January 25, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=172519259""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SIMON/CPUC,Administrative Law Judge’s Ruling granting motion for party status. The motion for party status of the City of San Jacinto is granted. 
"January 25, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=172519037""><span style=""color:blue""><u>MOTION</u></span></a>",City of Pico,MOTION FOR PARTY STATUS
"January 11, 2017","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=171806205""><span style=""color:blue""><u>MOTION</u></span></a>",CITY OF SAN JACINTO,MOTION FOR PARTY STATUS
"December 29, 2016","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=171806120""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SIMON/CPUC,ADMINISTRATIVE LAW JUDGE'S RULING GRANTING MOTIONS FOR PARTY STATUS.  These motions for party status have been granted:  (1) California Community Choice Association and (2) Silicon Valley Clean Energy Authority.
"December 22, 2016","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=171502034""><span style=""color:blue""><u>MOTION</u></span></a>",California Community Choice Association,MOTION FOR PARTY STATUS
"December 22, 2016","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=171508797""><span style=""color:blue""><u>MOTION</u></span></a>",SILICON VALLEY CLEAN ENERGY AUTHORITY,MOTIONS FOR PARTY STATUS
"November 16, 2016","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=170043750""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SIMON/CPUC,Administrative Law Judge’s Ruling Granting Motions for Party Status.
"November 08, 2016","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=169669233""><span style=""color:blue""><u>MOTION</u></span></a>",Redwood Coast Energy Authority,Motion for Party Status granted by ALJ Simon's ruling filed 11/16/16. MTO
"November 03, 2016","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=169668700""><span style=""color:blue""><u>MOTION</u></span></a>",City of Hermosa Beach,Motion for Party Status granted by ALJ Simon's ruling filed 11/16/16. MTO
"June 29, 2016","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164302744""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/CLOPTON/CPUC,Notice of reassignment. 
"August 28, 2014","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=103390357""><span style=""color:blue""><u>MOTION</u></span></a>",Sonoma Clean Power Authority,MOTION FOR PARTY STATUS granted by ALJ Simon's ruling filed on 11/16/16. MTO
"February 07, 2013","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=49309741""><span style=""color:blue""><u>MOTION</u></span></a>",Kings River Conservation District,"for the Issuance of a Confirming Decision and Official Notice  
  
"
"February 06, 2013","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=42155621""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/YIP-KIKUGAWA/CPUC,Administrative Law Judge's Ruling granting in part motion of San Joaquin Valley Power Authority to withdraw.
"November 16, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31722739""><span style=""color:blue""><u>RESPONSE</u></span></a>","Pacific Gas and Electric Company,Southern California Edison Company,San Diego Gas & Electric Company",Joint; to the City and County of San Francisco's motion for further proceedings
"November 16, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31735220""><span style=""color:blue""><u>RESPONSE</u></span></a>",Marin Energy Authority,to the motion of City and County of San Francisco for further proceedings
"November 05, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31722959""><span style=""color:blue""><u>REPLY</u></span></a>",San Joaquin Valley Power Authority,Reply to the joint response of Southern California Edison Company and Pacific Gas and Electric Company to the motion of the San Joaquin Valley Power Authority to withdraw from the proceeding and settlement agreement (filing authorized by ALJ Yip-Kikugawa per e-mail of 10/29/2012).
"November 01, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31722950""><span style=""color:blue""><u>RESPONSE</u></span></a>",City and County of San Francisco,Response to the motion of San Joaquin Valley Power Authority to withdraw.
"November 01, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31735974""><span style=""color:blue""><u>MOTION</u></span></a>",City and County of San Francisco,Motion for further proceedings.
"November 01, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31744334""><span style=""color:blue""><u>RESPONSE</u></span></a>",The Utility Reform Network,Response to the motion of San Joaquin Valley Power Authority to withdraw.
"November 01, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31735194""><span style=""color:blue""><u>RESPONSE</u></span></a>",Marin Energy Authority,Response to the motion of San Joaquin Valley Power Authority to withdraw.
"October 26, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31743559""><span style=""color:blue""><u>RESPONSE</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company",Joint response to the motion of the San Joaquin Valley Power Authority to withdraw from the proceeding and settlement agreement.
"October 17, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=31736058""><span style=""color:blue""><u>MOTION</u></span></a>",San Joaquin Valley Power Authority,to Withdraw
"July 12, 2012","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=583318""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D1207023 - Modifies Decision 10-05-050 and Denies Rehearing of Decision as Modified.  Commissioner Florio abstains.
"November 14, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=50790""><span style=""color:blue""><u>EXPARTE</u></span></a>",City and County of San Francisco,"The City and County of San Francisco noticed both oral and written ex parte communications with Commissioner Peevey and chief of staff, Carol Brown, on November 9, 2011. "
"September 26, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=48089""><span style=""color:blue""><u>EXPARTE</u></span></a>",Marin Energy Authority,"The Marin Energy Authority noticed both oral and written ex parte communication with Damon Franz, Advisor to Commission President Michael Peevey and Carol Brown, Chief of Staff to President Peevey, on September 21, 2011. "
"September 20, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=47638""><span style=""color:blue""><u>EXPARTE</u></span></a>",Marin Energy Authority,"Marin Energy Authority noticed an oral and written ex parte communication with Sarah Thomas, Advisor to Commissioner Mark Ferron on September 15, 2011."
"September 15, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=49904""><span style=""color:blue""><u>NOTICE</u></span></a>",Marin Energy Authority,"Marin Energy Authority noticed that it has been granted an exparte meeting on September 21, 2011 by President Peevey."
"September 15, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=49906""><span style=""color:blue""><u>NOTICE</u></span></a>",Marin Energy Authority,"Marin Energy Authority noticed that it has been granted an exparte meeting on September 23, 2011 with Commissioner Simon. "
"September 09, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=47135""><span style=""color:blue""><u>EXPARTE</u></span></a>",Marin Energy Authority,"The Marin Energy Authority noticed a written ex parte communication with Commission President Michael Peevey, Commissioner Mark Ferron, Commissioner Mike Florio, Commissioner Catherine J. K. Sandoval and Commissioner Timothy Alan Simon, on September 8, 2011."
"March 14, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39726""><span style=""color:blue""><u>BRIEF</u></span></a>",City and County of San Francisco,"Reply; in response to the January 14, 2011 Assigned Commissioner and Administrative Law Judge Ruling (re: Supplemental Reply Brief on Proposed Bond Methodology)"
"March 14, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39741""><span style=""color:blue""><u>BRIEF</u></span></a>",Marin Energy Authority,Supplemental reply brief on proposed bond methodology.
"March 14, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39734""><span style=""color:blue""><u>BRIEF</u></span></a>",The Utility Reform Network,Reply brief on questions raised in the Amended Scoping Memo (re: supplemental reply brief).
"March 14, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39732""><span style=""color:blue""><u>BRIEF</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company,Pacific Gas And Electric Company",Joint supplemental reply brief (re: bond methodology).
"March 14, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39730""><span style=""color:blue""><u>BRIEF</u></span></a>",DRA/CLAY/CPUC,Supplemental reply brief (re: bond methodology).
"February 28, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39293""><span style=""color:blue""><u>BRIEF</u></span></a>",City and County of San Francisco,"OPENING; IN RESPONSE TO THE JANUARY 14, 2011 ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE RULING"
"February 28, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39208""><span style=""color:blue""><u>BRIEF</u></span></a>",Marin Energy Authority,SUPPLEMENTAL; ON PROPOSED BOND METHODOLOGY
"February 28, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=39207""><span style=""color:blue""><u>BRIEF</u></span></a>","Southern California Edison Company,Pacific Gas And Electric Company,San Diego Gas & Electric Company",JOINT SUPPLEMENTAL OPENING;
"February 11, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=38894""><span style=""color:blue""><u>BRIEF</u></span></a>","Alliance for Retail Energy Markets,Direct Access Customer Coalition,Marin Energy Authority,BlueStar Energy,Pilot Power Group, Inc.",Reply; on Legal Issues Pertaining to the Electric Service Provider and Community Choice Aggregator Bonding Requirement
"February 11, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=38900""><span style=""color:blue""><u>BRIEF</u></span></a>",Commerical Energy of California,Reply; on legal issues arising under Public Utilities Code Section 394.25(e)
"February 11, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=38899""><span style=""color:blue""><u>BRIEF</u></span></a>","Southern California Edison Company,Pacific Gas & Electric Company",Joint Reply; 
"February 11, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=38892""><span style=""color:blue""><u>BRIEF</u></span></a>","California Manufacturers & Technology Association,California Large Energy Consumers Association",Reply; on legal issues arising under Public Utilities Code Section 394.25(e)
"February 11, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=38961""><span style=""color:blue""><u>BRIEF</u></span></a>",The Utility Reform Network,Reply; on ESP and CCA Financial Security Requirements
"February 11, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=38896""><span style=""color:blue""><u>BRIEF</u></span></a>",City and County of San Francisco,Reply; on Legal Issues Pertaining to the Electric Service Provider and Community Choice Aggregation Bonding Requirement
"February 03, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=38657""><span style=""color:blue""><u>BRIEF</u></span></a>",San Diego Gas & Electric Company,Late-Filed Opening Brief (authorized for filing by ALJ Yip-Kikugawa.)
"January 27, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=38248""><span style=""color:blue""><u>EXPARTE</u></span></a>",Marin Energy Authority,"LATE-FILED. Marin Energy Authority noticed an oral ex parte communication with President Michael Peevey; Scott Murtishaw, advisor; and Carol Brown, Chief of Staff to President Peevey, on January 12, 2011. "
"January 24, 2011","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=38422""><span style=""color:blue""><u>BRIEF</u></span></a>",City and County of San Francisco,OPENING; ON LEGAL ISSUES PERTAINING TO THE ELECTRIC SERVICE PROVIDER AND COMMUNITY CHOICE AGGREGATION BONDING REQUIREMENT
