Filing Date,Document Type,Filed By,Description
"November 02, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498238000""><span style=""color:blue""><u>RESPONSE</u></span></a>",Clean Coalition,RESPONSE TO THE JOINT PETITION FOR MODIFICATION OF DECISION 22-05-002
"October 03, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=497359222""><span style=""color:blue""><u>PETITION FOR MODIFICATION</u></span></a>","Solar Energy Industries Association,California Solar & Storage Association",JOINT PETITION FOR MODIFICATION OF DECISION 22-05-002
"June 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=486218031""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2206027 - Order Correcting Error In Decision 22-05-002. Rulemaking 14-10-003 is closed.
"May 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=474624547""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2205002 - Decision Adopting Changes To The Avoided Cost Calculator. Rulemaking 14-10-003 is closed.
"April 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485729""><span style=""color:blue""><u>COMMENTS</u></span></a>",350 Bay Area,REPLY COMMENTS ON THE PROPOSED DECISION FOR 2022 UPDATES TO THE AVOIDED COST CALCULATOR 
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485857""><span style=""color:blue""><u>COMMENTS</u></span></a>",Coalition for Community Solar Access,REPLY COMMENTS OF THE COALITION FOR COMMUNITYSOLAR ACCESS ON PROPOSED DECISION ADOPTINGCHANGES TO THE AVOIDED COST CALCULATOR
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485573""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA LARGE ENERGY CONSUMERS ASSOCIATION,Reply Comments on Proposed Decision
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485335""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company,Southern California Edison Company,San Diego Gas & Electric Company",Reply Comments on Proposed Decision
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485547""><span style=""color:blue""><u>COMMENTS</u></span></a>",Solar Energy Industries Association,Reply Comments on Proposed Decision
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485574""><span style=""color:blue""><u>COMMENTS</u></span></a>",CalAdvocates/Moy/CPUC,Reply Comments on Proposed Decision
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485873""><span style=""color:blue""><u>COMMENTS</u></span></a>",Natural Resources Defense Council,Reply Comments on Proposed Decision
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=472481762""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company,San Diego Gas & Electric Company",Joint Reply Comments on Proposed Decision
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471484910""><span style=""color:blue""><u>COMMENTS</u></span></a>",Clean Coalition,Reply Comments on Proposed Decision
"April 25, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=471485334""><span style=""color:blue""><u>COMMENTS</u></span></a>",Sierra Club,Reply Comments on Proposed Decision
"April 20, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=469615289""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on April 13, 2022 of oral and written communication initiated via Webex by SEIA from 1:00-1:30PM with Kathleen Yip, Advisor to Commissioner Darcie Houck and Rick Umoff, Senior Director and Counsel, California, for SEIA, Jeanne Armstrong, Regulatory Counsel for SEIA, and Tom Beach, outside consultant for SEIA"
"April 19, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=469858587""><span style=""color:blue""><u>COMMENTS</u></span></a>",Coalition of California Utility Employees,COMMENTS OF THE COALITION OF CALIFORNIA UTILITY EMPLOYEESON THE PROPOSED DECISION
"April 19, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=469615171""><span style=""color:blue""><u>COMMENTS</u></span></a>",Solar Energy Industries Association,Opening Comments on Proposed Decision
"April 19, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=468500157""><span style=""color:blue""><u>COMMENTS</u></span></a>",Clean Coalition,CLEAN COALITION COMMENTS IN RESPONSE TO THE PROPOSED DECISION ADOPTING CHANGES TO THE AVOIDED COST CALCULATOR
"April 19, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=469615279""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/MOY/CPUC,OPENING COMMENTS OF THE PUBLIC ADVOCATES OFFICEON THE PROPOSED DECISION ADOPTING CHANGES TO THEAVOIDED COST CALCULATOR
"April 19, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=468500148""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,Opening Comments on Proposed Decision
"April 19, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=469450241""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company,Southern California Edison Company,San Diego Gas & Electric Company",Joint Opening Comments on Proposed Decision
"April 19, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=469929179""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company,San Diego Gas & Electric Company",Opening Comments on Proposed Decision
"April 19, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=467827228""><span style=""color:blue""><u>COMMENTS</u></span></a>",Natural Resources Defense Council,Opening Comments on Proposed Decision
"April 19, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=469450246""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA LARGE ENERGY CONSUMERS ASSOCIATION,CALIFORNIA LARGE ENERGY CONSUMERS ASSOCIATION COMMENTS ON PROPOSED DECISION ADOPTING CHANGES TO AVOIDED COST CALCULATOR
"April 14, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=467556151""><span style=""color:blue""><u>EXPARTE</u></span></a>",Solar Energy Industries Association,"NOTICE OF EX PARTE MEETING. Solar Energy Industries Association reports an ex parte meeting with Kathleen Yip, advisor to Commissioner Houck on April 13, 2022 at 2:30 pm."
"April 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=465588964""><span style=""color:blue""><u>EXPARTE</u></span></a>",Solar Energy Industries Association,"THREE DAY NOTICE OF GRANT OF EX PARTE MEETING The Solar Energy Industries Association (SEIA) provides notice that it has been granted an ex parte meeting with Kathleen Yip, advisor to Commissioner Houck via WebEx on April 13, 2022, starting at 2:30 p.m. and last approximately one-half hour.  Attending for SEIA will be Rick Umoff, Senior Director and Counsel and Jeanne Armstrong, regulatory counsel. In addition, Tom Beach, consultant to SEIA will participate in the meeting."
"April 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=464783124""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,ADMINISTRATIVE LAW JUDGE’S RULING DENYING RECURVE MOTION FOR PARTY STATUS
"April 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=465562401""><span style=""color:blue""><u>MOTION</u></span></a>",Recurve,"MOTION FOR PARTY STATUS OF RECURVE ANALYTICS, INC."
"March 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=463620099""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",ALJ/HYMES/CPUC,"Proposed Decision adopting changes to the Avoided Cost Calculator. Opening comments, which shall not exceed 15 pages, are due no later than April 19, 2022. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments."
"January 13, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=442741838""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2201011 - Decision Granting Compensation To The Utility Reform Network For Substantial Contribution To Decision 19-05-019.
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=436700150""><span style=""color:blue""><u>BRIEF</u></span></a>","Southern California Gas Company,San Diego Gas & Electric Company",Joint Reply Brief
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=436965054""><span style=""color:blue""><u>BRIEF</u></span></a>",Solar Energy Industries Association,REPLY BRIEF AND COMMENTS ON 2022 CHANGES TO THE AVOIDED COST CALCULATOR
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=437881027""><span style=""color:blue""><u>BRIEF</u></span></a>",Pacific Gas and Electric Company,Reply Brief
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=437881023""><span style=""color:blue""><u>BRIEF</u></span></a>",Cal Advocates/E.Moy/CPUC,Reply Brief
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=436700155""><span style=""color:blue""><u>BRIEF</u></span></a>",California Large Energy Consumers Association,Reply Brief
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=436700144""><span style=""color:blue""><u>BRIEF</u></span></a>",Natural Resources Defense Council,Reply Brief
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=437881022""><span style=""color:blue""><u>BRIEF</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,San Diego Gas & Electric Company",Joint reply brief on the Integrated Distributed Energy Resources 2022 Updated Avoided Cost Calculator Staff Proposal.
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=437881021""><span style=""color:blue""><u>BRIEF</u></span></a>",Coalition of California Utility Employees,Reply brief on the Staff  Proposal for major updates to the Avoided Cost Calculator.
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=436692150""><span style=""color:blue""><u>TRANSCRIPT</u></span></a>",ALJ/REPORTING/CPUC,"OCTOBER 25, 2021 - STATUS CONFERENCE (VIRTUAL) - PAGES 1-26 - VOLUME 1. "
"January 05, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=436700153""><span style=""color:blue""><u>BRIEF</u></span></a>",Pacific Gas and Electric Company,Reply Brief
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617488""><span style=""color:blue""><u>BRIEF</u></span></a>",Pacific Gas and Electric Company,Opening Brief
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617824""><span style=""color:blue""><u>BRIEF</u></span></a>","San Diego Gas & Electric Company,Pacific Gas and Electric Company,Southern California Edison Company",Joint Opening Brief
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617276""><span style=""color:blue""><u>BRIEF</u></span></a>",California Solar & Storage Association,Opening Brief
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617711""><span style=""color:blue""><u>COMMENTS</u></span></a>",Sierra Club,Comments on Administrative Law Judge’s Ruling (IDER 2022 Staff Proposal)
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617491""><span style=""color:blue""><u>BRIEF</u></span></a>",Southern California Gas Company,Opening Brief
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617825""><span style=""color:blue""><u>BRIEF</u></span></a>",Coalition of California Utility Employees,Opening Brief
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434548367""><span style=""color:blue""><u>COMMENTS</u></span></a>",350 Bay Area,COMMENTS OF 350 BAY AREA ON THE STAFF PROPOSAL FOR 2022 UPDATESTO THE AVOIDED COST CALCULATOR
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617277""><span style=""color:blue""><u>BRIEF</u></span></a>",Cal Advocates/O'Hara/CPUC,Opening Brief
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617489""><span style=""color:blue""><u>BRIEF</u></span></a>",Solar Energy Industries Association,Opening Brief
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617493""><span style=""color:blue""><u>BRIEF</u></span></a>",California Large Energy Consumers Association,Opening Brief and Comments on Administrative Law Judge’s Ruling (IDER 2022 Staff Proposal)
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617377""><span style=""color:blue""><u>BRIEF</u></span></a>","Southern California Gas Company,San Diego Gas & Electric",Joint Opening Brief
"December 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=434617828""><span style=""color:blue""><u>BRIEF</u></span></a>",Natural Resources Defense Council,Opening Brief
"December 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=428181313""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,E-MAIL RULING PROVIDING STAFF PROPOSAL AND BRIEFING GUIDANCE
"December 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=427243416""><span style=""color:blue""><u>TRANSCRIPT</u></span></a>",ALJ/REPORTING/CPUC,"NOVEMBER 19, 2021 - EVIDENTIARY HEARING (VIRTUAL) - PAGES 160-320 - VOLUME 2. "
"November 23, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=425516578""><span style=""color:blue""><u>MOTION</u></span></a>",CALIFORNIA LARGE ENERGY CONSUMERS ASSOCIATION,MOTION FOR OFFICIAL NOTICE OF SOUTHERN CALIFORNIA EDISON COMPANY (U 338-E) ADVICE LETTER 4617-E AND CONFIDENTIAL ATTACHMENT C
"November 18, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=425604738""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2111024 - Decision Granting Compensation To The Sierra Club For Substantial Contribution To Decision (D). 19-05-019, D.17-08-022, D.16-12-036, And D.16-06-007."
"November 16, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=424003872""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,"E-MAIL RULING PROVIDING INSTRUCTION FOR NOVEMBER 19, 2021 EVIDENTIARY HEARING"
"November 10, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=422258553""><span style=""color:blue""><u>EXPARTE</u></span></a>",Commissioner Guzman Aceves/Advisor/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Maria Sotero, advisor to Commissioner Guzman Aceves and Brian Korpics, advisor to President Batjer log an ex parte meeting with SEIA on June 4, 2021 at 9:30 am to 10:00 am."
"November 08, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=421055926""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC/Simi Rose George/Advisor,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Simi George, advisor to Commissioner Rechtschaffen logs an ex parte meeting with SEIA on June 2, 2021 from 4:00 pm to 4:30 pm."
"October 29, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=420127646""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Mary Claire Brown, advisor to Commissioner Houck logs an ex parte meeting with 350 Bay Area on June 30, 2021 at 4:00 pm. "
"October 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=418731943""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,"E-MAIL RULING DELAYING EVIDENTIARY HEARING TO NOVEMBER 19, 2021 AND REQUIRING STATUS REPORT ON NOVEMBER 15, 2021. The Evidentiary Hearing is delayed to November 19, 2021 at 10:00 am. No later than 12:00 pm, November 15, 2021, a representative of Pacific Gas and Electric Company, San Diego Gas & Electric Company, and Southern California Edison Company, on behalf of all parties shall file a Status Report. If parties waive all cross examination of witnesses and Evidentiary hearing is deemed unnecessary, parties shall file motions requesting to enter exhibits into evidence no later than November 19, 2021."
"October 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415275447""><span style=""color:blue""><u>RESPONSE</u></span></a>",Coalition for Community Solar Access,RESPONSE TO MOTION OF THE SOLAR ENERGY INDUSTRIES ASSOCIATION FOR MODIFICATIONS TO THE PROCEDURAL SCHEDULE
"October 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=412784256""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,"E-MAIL RULING NOTICING OCTOBER 25, 2021 STATUS CONFERENCE TO PREPARE FOR NOVEMBER EVIDENTIARY HEARING"
"September 29, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=411463223""><span style=""color:blue""><u>MOTION</u></span></a>",Solar Energy Industries Association,MOTION FOR MODIFICATIONS TO PROCEDURAL SCHEDULE
"September 09, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=407490197""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2109015 - Order Extending Statutory Deadline. This decision extends the statutory deadline in Rulemaking 14-10-003 to September 15, 2022."
"August 25, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=402372329""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Mary Claire Brown and Kathleen Yip, advisors to Commissioner Houck log an ex parte meeting with SEIA on June 18, 2021 at 9:00 am."
"August 23, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=401592062""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,E-MAIL RULING GRANTING PARTY STATUS TO COALITION FOR COMMUNITY SOLAR ACCESS
"August 19, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400580067""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/HYMES/CPUC,"E-MAIL RULING DENYING WITHOUT PREJUDICE MOTIONS FOR PARTY STATUS BY COALITION FOR COMMUNITY SOLAR ACCESS AND ENCHANTED ROCK, LLC"
"August 19, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=400642094""><span style=""color:blue""><u>MOTION</u></span></a>",Coalition for Community Solar Access,Motion for Party Status of Coalition for Community Solar Access
