Filing Date,Document Type,Filed By,Description
"March 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=559838275""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2503023 - Decision Granting Compensation To Center For Accessible Technology For Substantial Contribution TO Decisions (D) 23-04-040, D.24-01-032, & D.24-05-028."
"March 11, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=558365932""><span style=""color:blue""><u>REQUEST</u></span></a>",Utility Consumers'' Action Network,"Second Supplement; to Request for Intervenor Compensation [filed July 15, 2024]"
"March 03, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=557609581""><span style=""color:blue""><u>REQUEST</u></span></a>",Utility Consumers' Action Network,"Supplement; to request for compensation [filed July 15, 2024]."
"February 13, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=556897043""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/MUTIALU/CPUC,EMAIL RULING GRANTING MOTION FOR PARTY STATUS TO GREEN HYDROGEN COALITION
"February 07, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=556603653""><span style=""color:blue""><u>MOTION</u></span></a>",Green Hydrogen Coalition,"MOTION FOR PARTY STATUS OF GREEN HYDROGEN COALITION. MFPS GRANTED via E-mail Ruling Issued by ALJ Rajan Mutialu on February 13, 2925"
"February 07, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=556391116""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SISTO/CPUC,"ADMINISTRATIVE LAW JUDGES RULING DIRECTING PROPER USE OF THE PROCEDURAL SERVICE LIST. This ruling directs parties to ensure that any communication to the full service list of Rulemaking (R.)22-07-005 is only in response to comments or items solicited by the assigned Administrative Law Judge (ALJ), already directed by the procedural schedule, or approved for service through a direct motion."
"January 30, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=556525812""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2501039 - Decision Correcting Error In Decision 24-05-028 And Authorizing Additional Funding For Phase 1 Consultant Service. Rulemaking 22-07-005 remains open.
"January 14, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=553679181""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SISTO/CPUC,ADMINISTRATIVE LAW JUDGES RULING DIRECTING SOUTHERN CALIFORNIA EDISON TO FACILITATE CERTAIN PORTIONS OFTHE IMPLEMENTATION WORKING GROUP
"January 07, 2025","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=553184651""><span style=""color:blue""><u>COMMENTS</u></span></a>","SOUTHERN CALIFORNIA EDISON COMPANY,PACIFIC GAS AND ELECTRIC COMPANY,SAN DIEGO GAS & ELECTRIC COMPANY",JOINT OPENING COMMENTS ON PROPOSED DECISION
"December 30, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=550147998""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC/COMMR/PresidentReynolds,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on October 23, 2024, at 1:00PM lasting approximately thirty minutes via Webex initiated by Sierra Club with Khalil Johnson, Energy and Water Advisor to President Reynolds, Syche Cai, Energy Advisor Nihal Shrinath and Iliana Paul participated on behalf of Sierra Club. Evan Gillespie and Monica Embrey participated on behalf of Industrious Labs, and Luis Amezcua participated on behalf of Better World Group. See also, notice filed 10-28-24."
"December 20, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=550147925""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",ALJ/SISTO/CPUC,"PROPOSED DECISION CORRECTING ERROR IN DECISION 24-05-028 AND AUTHORIZING ADDITIONAL FUNDING FOR PHASE 1 CONSULTANT SERVICE. Opening Comments, which shall not exceed 15 pages, are due on January 9, 2024. Reply Comments, which shall not exceed 5 pages, are due 5 days after the last day for filing Opening Comments."
"December 19, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=550961472""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2412063 - Decision Denying Compensation To 350 Bay Area For Contribution To Decision 23-04-040.
"December 05, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=548361407""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Caitlin Pollock, Advisor to Commissioner John Reynolds, and Jake McDermott, Advisor to Commissioner John Reynold log an ex parte meeting withn SunRun on December 15, 2023 at 10:00 am."
"December 02, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=548361687""><span style=""color:blue""><u>REQUEST</u></span></a>",California Environmental Justice Alliance,"Supplement, to Request for Intervenor Compensation [filed July 10, 2024]"
"November 21, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=547156144""><span style=""color:blue""><u>REQUEST</u></span></a>",Sierra Club,"Supplement; to Request for Intervenor Compensation [filed on October 21, 2024]"
"November 19, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=546472579""><span style=""color:blue""><u>MOTION</u></span></a>",CAL ADVOCATES/DELAPORTA/CPUC,MOTION TO ADD EVIDENCE TO THE RECORD
"November 07, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=546024533""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2411021 - Decision Granting Intervenor Compensation To California Environmental Justice Alliance For Substantial Contribution To (D.) 24-01-032.
"October 28, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=544870409""><span style=""color:blue""><u>EXPARTE</u></span></a>",Sierra Club,"NOTICE OF EX PARTE COMMUNICATION. Sierra Club reports an ex parte meeting with Kerry Fleisher, Chief Policy Advisor to President Alice Reynolds, and Khalil Johnson, Energy and Water Advisor to President Alice Reynolds on October 23, 2024 from approximately 1:00 pm to 1:30 pm."
"October 17, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=543708703""><span style=""color:blue""><u>REQUEST</u></span></a>","Natural Resources Defense Council,The Utility Reform Network",[Joint] Supplement to: Request for intervenor compensation [filed 06/28/2024]
"October 17, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=544155981""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2410014 - Order Extending Statutory Deadline. This decision extends the statutory deadline for completion of Rulemaking (R.) 22-07-005 until March 31, 2025."
"October 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542999064""><span style=""color:blue""><u>EXPARTE</u></span></a>",Sierra Club,"SIERRA CLUB THREE-DAY ADVANCE NOTICEOF EX PARTE COMMUNICATION Pursuant to Rule 8.2 of the Rules of Practice and Procedure of the California Public Utilities Commission (Commission), Sierra Club respectfully provides this three-day advance notice of an ex parte meeting in the above-referenced proceeding. The meeting was requested by Sierra Club with the office of President Alice Reynolds and is scheduled to occur on Monday, October 21stfrom 3:00 p.m. to 3:30 p.m.via Webex. The following Commission staff are expected to be in attendance: Kerry Fleisher and Khalil Johnson. The following non-Commission staff are expected to be in attendance: Rose Monahan, Nihal Shrinath, and Iliana Paul, representing Sierra Club, Monica Embrey and Evan Gillespie, representing Industrious Labs, and Luis Amezcua, representing Better World Group."
"October 14, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542999087""><span style=""color:blue""><u>MOTION</u></span></a>",Alexis K. Wodtke,Motion of Alexis K. Wodtke to dismiss Track A (Residential Fixed Charge) of this proceeding (R.22-07-005).
"October 08, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542129115""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC/COMMR/PresidentReynolds,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on May 17, 2024, at 2:30PM lasting approximately thirty minutes via Webex initiated by 350 Bay Area with Kerry Fleisher, Chief Policy Advisor to President Reynolds and Laura Neish, Executive Director; Claire Broome, Representative; Sahm White, Consultant. See also notice filed 5-21-24."
"October 07, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542882833""><span style=""color:blue""><u>COMMENTS</u></span></a>",Solar Energy Industries Association,Reply comments of the Solar Energy Industries Association on Administrative Law Judges Ruling seeking party comment on amendments to Decision 24-05-028 and proposed additional third-party contractor budget.
"October 07, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542344672""><span style=""color:blue""><u>COMMENTS</u></span></a>","SOUTHERN CALIFORNIA EDISON COMPANY,SAN DIEGO GAS & ELECTRIC COMPANY,PACIFIC GAS AND ELECTRIC COMPANY","Joint reply comments of Southern California Edison Company, Pacific Gas and Electric Company, and San Diego Gas & Electric Company in response to party opening comments on Administrative Law Judges Ruling seeking party comment on amendments to Decision 24-05-028 and proposed additional third-party contractor budget."
"October 07, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542231494""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EXPARTE COMMUNICATION on May 3, 2024, at 1:00 p.m. and lasted 30 minutes via Webex initiated by California Energy Storage Alliance with Caitlin Pollack, Maria Sotero and Jake McDermott, Advisors to Commissioner John Reynolds and Rachel McMahon represented CESA.  See also, notice filed 5-7-24."
"September 30, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541492828""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,San Diego Gas & Electric Company","Comments of Pacific Gas and Electric Company, San Diego Gas & Electric Company, and Southern California Edison Company in response to Administrative Law Judges Ruling seeking party comment on Amendments to Decision 24-05-028 and Proposed Additional Third-Party Contract Budget."
"September 30, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541493919""><span style=""color:blue""><u>COMMENTS</u></span></a>",Solar Energy Industries Association,Comments of the Solar Energy Industries Association on Administrative Law Judges Ruling seeking party comment on amendments to Decision 24-05-028 and proposed additional third-party contractor budget.
"September 30, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541493179""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Comments of the Utility Consumers Action Network to Administrative Law Judges Ruling seeking party comment on Amendments to Decision 24-05-028 and Proposed Additional Third-Party Contract Budget.
"September 30, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542129140""><span style=""color:blue""><u>COMMENTS</u></span></a>",Alexis K. Wodtke,"Comments of Alexis K. Wodtke on Administrative Law Judge Ruling of September 16, 2024."
"September 30, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=542158039""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/DELAPORTA/CPUC,Comments of the Public Advocates Office on the Assigned Administrative Law Judges Ruling seeking party comment on amendments to Decision 24-05-028 and proposed additional third-party contractor budget.
"September 25, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541493187""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Environmental Justice Alliance,OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGES RULING SEEKING PARTY COMMENT ON AMENDMENTS TO DECISION 24-05-028 AND PROPOSED ADDITIONAL THIRD-PARTY CONTRACTOR BUDGET
"September 23, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=540720476""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EXPARTE COMMUNICATION on January 17, 2024, at 11:30 a.m. and lasted approximately 25 minutes via Webex initiated by Gridtractor Inc. with Maria Sotero, Policy Advisor and Interim Chief of Staff to Commissioner John Reynolds; Cait Pollock, Advisor to Commissioner John Reynolds; and Jake McDermott, Advisor to Commissioner John Reynolds and David Meyers, CEO of Gridtractor. Megan M. Myers, Attorney for Gridtractor, was also present at these meetings.  See also, notice filed 1-22-24."
"September 23, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=540720475""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EXPARTE COMMUNICATION on April 30, 2024, at 2:00p.m. and lasted approximately 30 minutes via Webex initiated by Pacific Gas and Electric Company (PG&E), San Diego  Gas & Electric Company  (SDG&E)  and Southern California Edison  Company (SCE), collectively the Joint IOUs with Maria Sotero, Policy  Advisor  and Interim Chief of Staff; and Jake McDermott,  Advisor to Commissioner John Reynolds and PG&E Amy Barr, Manager Principal, Regulatory Relations; and Colin Kerrigan, Rate Analyst Principal, Rate Architecture and Load Forecasting. SDG&E Tory Jorgensen, Manager, Rate Strategy and Design Manager, Customer Pricing; and Yvonne Pena, Manager, Regulatory Relations. SCE -Adam Smith, Director, Regulatory Relations; and Andre Ramirez, Senior Advisor, Pricing, Design & Research. See also notice 5-3-24."
"September 23, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541072770""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EXPARTE COMMUNICATION on January 17, 2024, at 11:00 a.m. and lasted approximately 30 minutes via Webex initiated by Valley Clean Energy Alliance with Maria Sotero, Interim Chief of Staff and Policy Advisor to Commissioner John Reynolds, and Jake McDermott and Caitlin Pollock, Advisors to Commissioner John Reynolds and Customer Care & Marketing, VCE and Sierra Huffman, Program & Community Engagement Analyst, VCE participated on behalf of VCE at these meetings and Mitch Sears, Executive Officer, VCE; Rebecca Boyles, Director of Sheridan Pauker, Partner, Keyes & Fox LLP, attended on behalf of VCE at meetings.  See also, notice filed 1-19-24."
"September 23, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541318704""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EXPARTE COMMUNICATION on April 29, 2024, at 1:01 p.m. and lasted approximately 24 minutes via Webex initiated by Public Advocates Office with Maria Sotero and Jake McDermott, advisors to Commissioner John Reynolds and Shelly Lyser, Program Manager; Xian Ming (Cindy) Li, Program Supervisor; Nathan Chau, Analyst; and Darryl Gruen and Megan Delaporta, Attorneys, attended on behalf of Cal Advocates.. See also, notice filed 5-2-24."
"September 23, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=541319314""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EXPARTE COMMUNICATION on January 12, 2024, at 2:00 p.m. and lasted approximately 30 minutes via Webex initiated by SAN DIEGO GAS & ELECTRIC COMPANY (SDG&E) on behalf of itself, SOUTHERN CALIFORNIA EDISON COMPANY (SCE), and PACIFIC GAS & ELECTRIC COMPANY (PG&E), collectively the Joint IOUs with Maria Sotero, Policy Advisor and Interim Chief of Staff of Commissioner John Reynolds, Cait Pollock, Advisor to John Reynolds and Jake McDermott, Advisor  to John Reynolds with Gwen Morien, Manager Rate Strategy and Design Yvonne Mejia Pe�a, Manager Regulatory Relations. From SCE Andre Ramirez, Sr. Advisor Pricing, Design & Research Reg.  Policy Nathaniel Moore, Sr. Advisor State Regulatory Relations From PG&EAmy Barr, Principal, Regulatory Relations Colin Kerrigan, Principal Rate Analyst Emily Bartman, Chief Product Manager.  See also notice filed, 1-16-24."
"September 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=540720154""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/SISTO/CPUC,"ADMINISTRATIVE LAW JUDGES RULING SEEKING PARTY COMMENT ON AMENDMENTS TO DECISION 24-05-028 AND PROPOSED ADDITIONAL THIRD-PARTY CONTRACTOR BUDGET. Parties to Rulemaking 22-07-005 may provide opening comments on the issues raised in Section 1 of this ruling, Corrections to Decision 24-05-028, and Section 2 of this ruling, Additional Funding for Third-Party Contract, no later than September 30, 2024. Opening comments shall not exceed 15 pages. 2.Parties to Rulemaking 22-07-005 may provide reply comments on the issues raised in Section 1 of this ruling, Corrections to Decision 24-05-028, and Section 2 of this ruling, Additional Funding for Third-Party Contract, no later than October 7, 2024. Reply comments shall not exceed five pages."
"September 10, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539998956""><span style=""color:blue""><u>EXPARTE</u></span></a>",CAL ADVOCATES/DELAPORTA/CPUC,"NOTICE OF EX PARTE COMMUNICATION OF THE PUBLIC ADVOCATES OFFICE Pursuant to Rule 8.3(c) of the California Public Utilities Commission (Commission) Rules of Practice and Procedure, the Public Advocates Office at the California Public Utilities Commission (Cal Advocates) provides notice of an ex parte communication in Rulemaking (R.) 22-07-005. The communication occurred at the Low-Income Oversight Board (LIOB) 3rd Quarterly Meeting on September 5, 2024.  Although this meeting appeared on the Commissions Daily Calendar, notice of the meeting was not served on the service list of R.22-07-005.   The meeting took place from approximately 9:30 a.m. to 3:30 p.m., and was held in a hybrid format, both online via Webex and in person in National City, California, at City Hall.  Commissioner Matthew Baker and Commissioner Karen Douglas attended the meeting in person."
"August 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538612807""><span style=""color:blue""><u>RULING</u></span></a>",CMMR/ALICE REYNOLDS/CPUC,Assigned Commissioners Ruling adding consideration of rates for large commercial hydrogen and industrial process heat producers.
"August 22, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=539164467""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2408062 - Decision Granting Intervenor Compensation Claim To Sierra Club For Substantial Contribution To Decisio (D.) 24-01-032.
"August 19, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538140412""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EXPARTE COMMUNICATION on April 22, 2024, at 9:30 a.m. and lasted approximately 30 minutes via Webex initiated by Sierra Club, the California Environmental Justice Alliance with Caitlin Pollock, Advisor to Commissioner John Reynolds and Rose Monahan, Nihal Shrinath, and Leah Bahramipour  participated on behalf of Sierra Club.  Shana Lazerow participated on behalf of CEJA, and Jordyn Bishop participated on behalf of The Greenlining Institute.  See also, notice filed 4-24-24."
"August 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538140936""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Caitlin Pollock, Advisor to Commissioner John Reynolds, and Jake McDermott, Advisor to Commissioner John Reynolds log an ex parte meeting with Sunrun on December 15, 2023 at 10:00 am."
"August 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538141174""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Jake McDermott and Cait Pollock, advisors to Commissioner John Reynolds log an ex parte meeting with Solar Energy Industries Association on April 23, 2024 at 11:00 am."
"August 16, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=538140742""><span style=""color:blue""><u>EXPARTE</u></span></a>",CMMR/JOHN_REYNOLDS/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION.  Jake McDermott, advisor to Commissioner John Reynolds logs an ex parte meeting with PearlX Infrastructure LLC on May 2, 2024 at 3:30 pm."
"July 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535596666""><span style=""color:blue""><u>REQUEST</u></span></a>",Sierra Club,for intervenor compensation for contribution to D24-05-028
"July 15, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535541521""><span style=""color:blue""><u>REQUEST</u></span></a>",Utility Consumers'' Action Network,for intervenor compensation for contribution to D24-05-028
"July 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535596639""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC/COMMR HOUCK/ADVISOR,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Amanda Singh Birmingham, Deputy Chief of Staff and Energy Advisor to Commissioner Darcie Houck, and Victor Smith, Water, Energy and Communications Advisor to Commissioner Darcie Houck log an ex parte meeting with California Energy Storage Alliance on May 2, 2024 at 1:30 pm."
"July 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535615959""><span style=""color:blue""><u>REQUEST</u></span></a>",Center for Accessible Technology,for intervenor compensation for contribution to D23-04-040; D24-01-032; and D24-05-028
"July 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535596642""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC / Arnold Son / Advisor,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Kourtney Vaccaro, Chief of Staff to Commissioner Karen Douglas and Arnold Son, Advisor to Commissioner Karen Douglas log an ex parte meeting with Public Advocates Office on May 3, 2024 at 11:00 am."
"July 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535686446""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC/COMMR HOUCK/ADVISOR,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Amanda Singh Birmingham, Deputy Chief of Staff and Energy Advisor to Commissioner Darcie Houck, and Victor Smith, Water, Energy and Communications Advisor to Commissioner Darcie Houck log an ex parte meeting with Public Advocates Office on May 3, 2024 at 1:00 pm."
"July 12, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535615931""><span style=""color:blue""><u>EXPARTE</u></span></a>",CPUC / Arnold Son / Advisor,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Kourtney Vaccaro, Chief of Staff to Commissioner Karen Douglas and Arnold Son, Advisor to Commissioner Karen Douglas log an ex parte meeting with PearlX on May 2, 2024 at 9:00 am."
"July 10, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=536052096""><span style=""color:blue""><u>REQUEST</u></span></a>",California Environmental Justice Alliance,for intervenor compensation for contribution to D24-05-028
"July 05, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=535177021""><span style=""color:blue""><u>EXPARTE</u></span></a>","CPUC/COMMR HOUCK/ADVISOR,COMMR HOUCK/ADVISOR/CPUC","DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION on April 29, 2024, at 11:30 a.m. for approximately thirty minutes Initiated by PGE, SDGE and SCE with Karin Sung, Chief of Staff and Legal Advisor to Commissioner Darcie Houck, Amanda Singh Birmingham, Deputy Chief of Staff and Energy Advisor to Commissioner Darcie Houck, and Victor Smith, Water, Energy and Communications Advisor to Commissioner Darcie Houck.  See also notice filed 4-24-24."
"July 01, 2024","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=534743304""><span style=""color:blue""><u>RESPONSE</u></span></a>","SOUTHERN CALIFORNIA EDISON COMPANY,PACIFIC GAS AND ELECTRIC COMPANY,SAN DIEGO GAS AND ELECTRIC COMPANY",JOINT RESPONSE TO APPLICATION FOR REHEARING OF D.24-05-028
