Filing Date,Document Type,Filed By,Description
"November 14, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520842371""><span style=""color:blue""><u>EXPARTE</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,"THREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATION Pursuant to Rule 8.2 of the Rules of Practice and Procedure of the California Public Utilities Commission, California Community Choice Association1 (CalCCA) hereby provides notice that 2it has been granted the following ex parte meeting related to the above referenced proceedings, as follows. The communication will take place by Webex on November 17, 2023, at 11:00 a.m. to 11:30 a.m. with Maria Sotero, Chief of Staff to Commissioner John Reynolds and Carolyn Chen, Advisor to Commissioner John Reynolds. CalCCA participants in this meeting will include: Tim Lindl, Partner, Keyes & Fox LLP; Brian Dickman, Partner & Deputy Managing Partner- Energy Practice, NewGen Strategies & Solutions; and Nikhil Vijaykar, Partner, Keyes & Fox LLP. At this meeting, CalCCA will discuss the valuation of banked renewable energy credits in meeting utility Renewable Portfolio Standard obligations."
"October 23, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520613633""><span style=""color:blue""><u>REPLY</u></span></a>",Southern California Edison Company,REPLY TO RESPONSES ON ITS PETITION FOR MODIFICATION OF D.23-06-006 
"October 11, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520531897""><span style=""color:blue""><u>RESPONSE</u></span></a>",Pacific Gas and Electric Company,RESPONSE TO PETITION FOR MODIFICATION OF DECISION 23-06-006
"October 11, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520541671""><span style=""color:blue""><u>RESPONSE</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,RESPONSE TO PETITION FOR MODIFICATION OF DECISION 23-06-006
"October 11, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520531900""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,LAW AND MOTION MOTION FOR LEAVE TO SUBMIT CONFIDENTIAL VERSION OF RESPONSE UNDER SEAL. Portions redacted.
"October 11, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520541670""><span style=""color:blue""><u>RESPONSE</u></span></a>",SAN DIEGO GAS & ELECTRIC COMPANY,RESPONSE TO PETITION FOR MODIFICATION OF DECISION 23-06-006
"September 28, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520511693""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>",Pacific Gas and Electric Company,[PUBLIC VERSION] VOLUNTARY ALLOCATION AND MARKET OFFER EFFECTIVENESS REPORT
"September 28, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520517127""><span style=""color:blue""><u>LAW & MOTION</u></span></a>",Pacific Gas and Electric Company,LAW AND MOTION MOTION FOR LEAVE TO FILE UNDER SEAL CONFIDENTIAL MATERIAL IN VOLUNTARY ALLOCATION AND MARKET OFFER EFFECTIVENESS REPORT. Portions redacted.
"September 11, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=520418855""><span style=""color:blue""><u>PETITION FOR MODIFICATION</u></span></a>",Southern California Edison Company,Southern California Edison Companys Petition for Modification of Decision 23-06-006.
"August 07, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=516269903""><span style=""color:blue""><u>REQUEST</u></span></a>",The Utility Reform Network,"for intervenor compensation for contribution to D19-10-001, D20-01-030, D20-08-004, D21-05-030, D23-06-006 and Resolution E-5046"
"June 08, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=511378919""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2306006 - Decision Addressing Greenhouse Gas-Free Resources, Long-Term Renewable Transactions, Energy Index Calculations, And Energy Service Providers' Data Access. Rulemaking 17-06-026 is closed."
"May 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=510287041""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Proposed Decision
"May 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=510287712""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Reply Comments on Proposed Decision
"May 30, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=510273212""><span style=""color:blue""><u>COMMENTS</u></span></a>","Alliance For Retail Energy Markets,Direct Access Customer Coalition",Reply Comments on Proposed Decision
"May 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=509544376""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,COMMENTS ON THE PROPOSED DECISION
"May 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=509544377""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,OPENING COMMENTS  ON PROPOSED DECISION 
"May 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=509774410""><span style=""color:blue""><u>COMMENTS</u></span></a>","SHELL ENERGY NORTH AMERICA (US), L.P.",OPENING COMMENTS ON PROPOSED DECISION 
"May 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=509544050""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/M.Ang/CPUC,OPENING COMMENTS ON PROPOSED DECISION 
"May 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=509543936""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on Proposed Decision
"May 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=509544150""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Opening Comments on Proposed Decision
"May 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=509544030""><span style=""color:blue""><u>COMMENTS</u></span></a>","Direct Access Customer Coalition,Alliance For Retail Energy Markets",Opening Comments on Proposed Decision
"May 04, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=508069560""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",ALJ/WANG/CPUC,"Proposed Decision addressing greenhouse gas-free resources, long-term renewable transactions, energy index calculations, and energy service providers’ data access. Opening comments, which shall not exceed 15 pages, are due no later than May 24, 2023. Reply comments, which shall not exceed 5 pages, are due within five days after the last day for filing opening comments."
"March 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=504802552""><span style=""color:blue""><u>COMMENTS</u></span></a>","Direct Access Customer Coalition,Alliance For Retail Energy Markets",Reply Comments on Administrative Law Judge’s Ruling
"March 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=505070418""><span style=""color:blue""><u>COMMENTS</u></span></a>",Marin Clean Enery,MARIN CLEAN ENERGY'S REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING REQUESTING COMMENTS ON SUPPLEMENTAL GREENHOUSE GAS-FREE PROPOSAL AND ISSUES IN SCOPE
"March 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=504801340""><span style=""color:blue""><u>COMMENTS</u></span></a>",SILICON VALLEY CLEAN ENERGY,REPLY COMMENTS OF THE SILICON VALLEY CLEAN ENERGYON THE ADMINISTRATIVE LAW JUDGE’S RULING REQUESTING COMMENTS ON SUPPLEMENTAL GREENHOUSE GAS-FREE PROPOSAL AND ISSUES IN SCOPE
"March 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=504802217""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,CALIFORNIA COMMUNITY CHOICE ASSOCIATION’S REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING REQUESTING COMMENTS ON SUPPLEMENTAL GREENHOUSE GAS-FREE PROPOSAL AND ISSUES IN SCOPE
"March 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=504802218""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,REPLY COMMENTS OF SOUTHERN CALIFORNIA EDISON COMPANY (U 338-E) ON ADMINISTRATIVE LAW JUDGE’S RULING REQUESTING COMMENTS ON SUPPLEMENTAL GREENHOUSE GAS-FREE PROPOSAL  AND ISSUES IN SCOPE 
"March 24, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=504801666""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Administrative Law Judge’s Ruling
"March 17, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=503824084""><span style=""color:blue""><u>COMMENTS</u></span></a>","Alliance For Retail Energy Markets,Direct Access Customer Coalition",Comments on Administrative Law Judge’s Ruling
"March 17, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=503824856""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening Comments on Administrative Law Judge’s Ruling
"March 17, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=503824317""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Comments on Administrative Law Judge’s Ruling
"March 17, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=503824857""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on Administrative Law Judge’s Ruling
"March 03, 2023","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=502987675""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WANG/CPUC,Administrative Law Judge’s Ruling requesting comments on Supplemental Greenhouse Gas-Free Proposal and issues in scope. Comments due by 3/17/2023 and replies by 3/24/2023.
"December 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499470606""><span style=""color:blue""><u>MOTION</u></span></a>",CALIFORNIA LARGE ENERGY CONSUMERS ASSOCIATION,"MOTION FOR LEAVE TO LATE-FILE COMMENTS ON  NOVEMBER 18, 2022 WORKSHOP"
"December 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499615242""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2212016 - Granting Compensation To Protect Our Communities Foundation For Substantial Contribution To Decision 21-05-030.
"December 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499629423""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA LARGE ENERGY CONSUMERS ASSOCIATION,"COMMENTS ON NOVEMBER 18, 2022 WORKSHOP. Please Note: ALJ Stephanie Wang has authorized the acceptance of this late filing on December 1, 2022 and December 8, 2022."
"November 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499459282""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,REPLY COMMENTS TO ADMINISTRATIVE LAW JUDGE’S RULING REQUESTING COMMENTS ON  GHG-FREE RESOURCES STAFF PROPOSAL AND OTHER ISSUES
"November 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499447657""><span style=""color:blue""><u>COMMENTS</u></span></a>",Coalition of California Utility Employees,REPLY COMMENTS ON GHG-FREE RESOURCES STAFF PROPOSAL AND ENERGY INDEX JOINT PROPOSAL 
"November 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499457549""><span style=""color:blue""><u>COMMENTS</u></span></a>","DIRECT ACCESS CUSTOMER COALITION,ALLIANCE FOR RETAIL ENERGY MARKETS",JOINT REPLY COMMENTS CONCERNING ADMINISTRATIVE LAW JUDGE WANG’S RULING REQUESTING COMMENTS ON GHG-FREE RESOURCES STAFF PROPOSAL AND OTHER ISSUES
"November 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499459325""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,California Community Choice Association’s reply comments on Administrative Law Judge’s Ruling requesting comments on GHG-Free Resources Staff Proposal and other issues.
"November 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499445156""><span style=""color:blue""><u>COMMENTS</u></span></a>","SHELL ENERGY NORTH AMERICA (US), L.P.","Reply comments of Shell Energy North America (US) L.P. dba Shell Energy Solutions on the September 12, 2022 Ruling of the Administrative Law Judge regarding data access."
"November 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=499447677""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply comments of Southern California Edison Company on Administrative Law Judge’s Ruling requesting comments on GHG-Free Resources Staff Proposal and other issues.
"November 08, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498806587""><span style=""color:blue""><u>RESPONSE</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,San Diego Gas & Electric Company",JOINT RESPONSE FOR SUPPLEMENTAL ANALYSIS TO JOINT PROPOSAL ON AN ENERGY INDEX MARKET PRICE BENCHMARK CALCULATION PURSUANT TO ADMINISTRATIVE LAW JUDGE’S RULING
"November 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498807402""><span style=""color:blue""><u>COMMENTS</u></span></a>","SHELL ENERGY NORTH AMERICA (US), L.P.","COMMENTS ON SEPTEMBER 12, 2022 RULING OF THE ADMINISTRATIVE LAW JUDGE REGARDING DATA ACCESS"
"November 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498525914""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening Comments on ALJ Ruling Requesting Comments on GHG-Free Resources Staff Proposal and Other Issues 
"November 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498811857""><span style=""color:blue""><u>COMMENTS</u></span></a>",Coalition of California Utility Employees,COMMENTS ON GHG-FREE RESOURCES STAFF PROPOSAL 
"November 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498526235""><span style=""color:blue""><u>RESPONSE</u></span></a>","Alliance For Retail Energy Markets,Direct Access Customer Coalition",Response to ALJ Wang’s Ruling Requesting Comments on GHG-Free Resources Staff Proposal and Other Issues
"November 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498526229""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/ANG/CPUC,Opening Comments on ALJ Ruling Requesting Comments on GHG-Free Resources Staff Proposal and Other Issues
"November 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498526120""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Opening Comments on ALJ Ruling Requesting Comments on GHG-Free Resources Staff Proposal and Other Issues
"November 07, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=498525956""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening Comments on ALJ Ruling Requesting Comments on GHG-Free Resources Staff Proposal and Other Issues
"October 06, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=497553994""><span style=""color:blue""><u>DECISION</u></span></a>",,"Decision D2210017 - Decision Granting Compensation To Utility Consumers' Action Network For Substantial Contribution To Decision (D.) 20-03-019, D.20-08-004 And D.21-05-030."
"September 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=497247113""><span style=""color:blue""><u>RESPONSE</u></span></a>","Pacific Gas and Electric Company,Southern California Edison Company,San Diego Gas & Electric Company",JOINT RESPONSE TO AMEND ASSIGNED COMMISSIONER’S SECOND SCOPING MEMO AND RULING 
"September 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=497247934""><span style=""color:blue""><u>RESPONSE</u></span></a>","Alliance For Retail Energy Markets,Direct Access Customer Coalition",JOINT RESPONSE TO CALIFORNIA COMMUNITY CHOICE ASSOCIATION’S MOTION TO AMEND ASSIGNED COMMISSIONER’S SECOND AMENDED SCOPING MEMO AND RULING
"September 12, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496874129""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WANG/CPUC,"ADMINISTRATIVE LAW JUDGE’S RULING REQUESTING COMMENTS ON GHG-FREE RESOURCES STAFF PROPOSAL AND OTHER ISSUES. This ruling requests comments on the following questions by October 7, 2022 and replies by November 18, 2022."
"September 09, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496923886""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,San Diego Gas & Electric Company",Reply Comments on the Ruling Requesting Comments on Long-Term Renewables Portfolio Standard Transactions
"September 09, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496875343""><span style=""color:blue""><u>MOTION</u></span></a>",California Community Choice Association,MOTION TO AMEND ASSIGNED COMMISSIONER’S SECOND AMENDED SCOPING MEMO AND RULING
"September 09, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496875066""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Reply Comments on ALJ Ruling Requesting Comments on Long-Term Renewables Portfolio Standard Transactions
"September 09, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496875150""><span style=""color:blue""><u>COMMENTS</u></span></a>","SHELL ENERGY NORTH AMERICA (US), L.P.","Reply comments of Shell Energy North America (US), L.P. d/b/a Shell Energy Solutions on the August 4, 2022 Administrative Law Judge’s Ruling requesting comments on long-term Renewables Portfolio Standard transactions."
"August 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496631883""><span style=""color:blue""><u>COMMENTS</u></span></a>","SOUTHERN CALIFORNIA EDISON COMPANY,SAN DIEGO GAS & ELECTRIC COMPANY,PACIFIC GAS AND ELECTRIC COMPANY",Joint Opening Comments on Administrative Law Judge’s Ruling
"August 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496630162""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Comments on Administrative Law Judge’s Ruling
"August 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496630454""><span style=""color:blue""><u>COMMENTS</u></span></a>","Alliance For Retail Energy Markets,Direct Access Customer Coalition",JOINT RESPONSE TO ADMINISTRATIVE LAW JUDGE’S RULING REGARDING LONG-TERM RENEWABLES PORTFOLIO STANDARD TRANSACTIONS
"August 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496628755""><span style=""color:blue""><u>COMMENTS</u></span></a>","SHELL ENERGY NORTH AMERICA (US), L.P.",Opening Comments on Administrative Law Judge’s Ruling
"August 26, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496629064""><span style=""color:blue""><u>COMMENTS</u></span></a>",Cal Advocates/Ang/CPUC,Comments on Administrative Law Judge’s Ruling
"August 18, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496462608""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2208030 - Order Correcting Error.
"August 04, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496416299""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/WANG/CPUC,"ADMINISTRATIVE LAW JUDGE’S RULING REQUESTING COMMENTS ON LONG-TERM RENEWABLES PORTFOLIO STANDARD TRANSACTIONS. This ruling requests comments on long-term Renewables Portfolio Standard (RPS) transactions by August 26, 2022 and replies by September 9, 2022. This ruling also adjusts the schedule for the proceeding."
"July 22, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284218""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Reply Comments on Energy Index MPB Proposals 
"July 22, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=496284205""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,Pacific Gas and Electric Company,San Diego Gas & Electric Company",JOINT REPLY COMMENTS ON POWER CHARGE INDIFFERENCE ADJUSTMENT ENERGY PRICE BENCHMARK METHODOLOGY PROPOSALS
