Filing Date,Document Type,Filed By,Description
"April 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=464783091""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Comments on ALJ Ruling Requesting Comment on Closing Rulemaking 18-03-011
"April 01, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=465594846""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/GRONSKO/CPUC,Opening comments of the Public Advocates Office on Administrative Law Judge’s Ruling requesting comment on closing Rulemaking 18-03-011.
"March 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=463619976""><span style=""color:blue""><u>COMMENTS</u></span></a>","Velocity Communications, Inc.","VELOCITY COMMUNICATIONS, INC.COMMENTS ON ORDER INSTITUTING RULEMAKINGREGARDING EMERGENCY DISASTER RELIEF PROGRAM"
"March 30, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=463619974""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company,San Diego Gas & Electric Company,Pacific Gas and Electric Company",Comments on ruling requesting comment on closing Rulemaking 18-03-011.
"March 21, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=461182322""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/RIZZO/CPUC,"ADMINISTRATIVE LAW JUDGE’S RULING REQUESTING COMMENT ON CLOSING RULEMAKING 18-03-011. Parties of record shall file and serve comments, limited to 10 pages in length, in response to the assigned Administrative Law Judge’s ruling no later than April 1, 2022. Parties of record may file and serve reply comments, limited to 5 pages in length, by Friday, April 15, 2022. "
"February 04, 2022","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=447845831""><span style=""color:blue""><u>NOTICE</u></span></a>",CALJ/Simon/CPUC,NOTICE OF REASSIGNMENT. Rulemaking 18-03-011 is being reassigned from President Marybel Batjer to President Alice Reynolds
"November 19, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=425515358""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2111041 - Order Correcting Error In Decision 21-10-015.
"November 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=420328526""><span style=""color:blue""><u>EXPARTE</u></span></a>",COMMR HOUCK/ADVISOR/CPUC,"DECISIONMAKER NOTICE OF EX PARTE COMMUNICATION. Commissioner Darcie Houck; Kathleen Yip, Energy Advisor; Commissioner Martha Guzman Aceves; Jonathan Koltz, Chief of Staff; Sarah Sharpe, Sr. Advisor – Ext. Affairs; Justin For Advisor log an ex parte meeting with Joint Utilities/Joint IOU’s on October 8, 2021 at 3:00 pm."
"October 13, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=415275655""><span style=""color:blue""><u>EXPARTE</u></span></a>","San Diego Gas & Electric Company (SDG&E),Southern California Gas Company (SoCalGas),Southern California Edison Company (SCE),Pacific Gas and Electric Company (PGE)","JOINT NOTICE OF EX PARTE COMMUNICATION. San Diego Gas & Electric Company, Southern California Gas Company, Southern California Edison Company, and Pacific Gas and Electric Company report an ex parte meeting with Commissioner Darcie Houck; Kathleen Yip, Energy Advisor; Commissioner Martha Guzman Aceve; Jonathan Koltz, Chief of Staff; Sarah Sharpe, Senior Advisor – Ext. Affairs; Justin Fong, Advisor on October 8, 2021 at 3:00 pm."
"October 07, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=413823431""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2110015 - Order Denying Rehearing Of Decision (D.) 20-07-011.
"October 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=412804032""><span style=""color:blue""><u>NOTICE</u></span></a>","San Diego Gas & Electric Company (SDG&E),Southern California Gas Company (SoCalGas),Southern California Edison Company (SCE),Pacific Gas and Electric Company (PGE)","JOINT THREE-DAY ADVANCE NOTICE OF EX PARTE COMMUNICATION. San Diego Gas & Electric Company, Southern California Gas Company, Southern California Edison Company and Pacific Gas and Electric Company are granted an ex parte meeting with Kathleen Yip, Energy Advisor to Commissioner Houck; Jonathan Koltz Chief of Staff to Commissioner Guzman Aceves and Sarah Sharpe and Justin Fong, Advisors to Commissioner Guzman Aceves on October 8, 2021 at 3:00 pm."
"September 09, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=406748152""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2109012 - Decision Granting Compensation To Utility Consumers' Action Network For Substantial Contribution To Decision 20-07-011.
"June 24, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=388906819""><span style=""color:blue""><u>REQUEST</u></span></a>",Center for Accessible Technology,"for intervenor compensation for contribution to D18-08-004; D19-07-015; D19-08-025; D20-09-012; D20-07-011; D21-02-029, D21-04-015, D21-06-020, and Resolutions M-4833; M-4835; M-4842; M-4848, and M-4849."
"June 03, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=387064930""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2106020 - Order Denying Rehearing And Denying Petition For Modification Of Decision 18-08-004.
"May 14, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=384264778""><span style=""color:blue""><u>REQUEST</u></span></a>",The Utility Reform Network,for intervenor compensation for contributions to D20-07-011; D20-09-012; Resolution M-4848; Resolution M-4849; D21-02-029; and D21-04-015
"April 19, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=378738764""><span style=""color:blue""><u>REQUEST</u></span></a>",Utility Consumers' Action Network,for intervenor compensation for contribution to D21-02-029
"April 15, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=378739460""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2104015 - Decision Adopting COVID-19 Disconnection Moratorium For Medium-Large Commercial and Industrial Electric And Natural Gas Customers.
"April 12, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=375267365""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2104003 - Order Correcting Error.
"April 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376031817""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply comments on the Proposed Decision adopting COVID-19 Disconnection Moratorium for Medium-Large Commercial and Industrial Electric and Natural Gas Customers.
"April 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376042419""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply comments on the Proposed Decision adopting COVID-19 Disconnection Moratorium for Medium-Large Commercial and Industrial Electric and Natural Gas Customers.
"April 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=376042421""><span style=""color:blue""><u>COMMENTS</u></span></a>","The Utility Reform Network,Center for Accessible Technology",Reply comments on the Proposed Decision adopting COVID-19 Disconnection Moratorium for Medium-Large Commercial and Industrial Electric and Natural Gas Customers.
"March 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=374795385""><span style=""color:blue""><u>COMMENTS</u></span></a>",San Diego Gas & Electric Company,Comments on Administrative Law Judge’s Proposed Decision adopting COVID-19 Disconnection Moratorium for Medium-Large Commercial and Industrial Electric and Natural Gas Customers.
"March 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=374638033""><span style=""color:blue""><u>COMMENTS</u></span></a>","The Utility Reform Network,Center for Accessible Technology",Comments on the Proposed Decision adopting COVID-19 Disconnection Moratorium for Medium-Large Commercial and Industrial Electric and Natural Gas Customers.
"March 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=374627018""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Opening comments on the Proposed Decision adopting COVID-19 Disconnection Moratorium for Medium-Large Commercial and Industrial Electric and Natural Gas Customers.
"March 30, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=374625386""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Opening comments on the Proposed Decision adopting COVID-19 Disconnection Moratorium for Medium-Large Commercial and Industrial Electric and Natural Gas Customers.
"March 10, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=370476902""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>",CMMR/BATJER/CPUC,"Proposed Decision Adopting COVID-19 Disconnection Moratorium For Medium-Large Commercial and Industrial Electric and Natural Gas Customers. Opening Comments, which shall not exceed 15 pages, are due on March 30, 2021. Reply Comments, which shall not exceed 5 pages are due 5 days after the last day for filing Opening Comments. "
"March 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=370429048""><span style=""color:blue""><u>NOTICE</u></span></a>",Consolidated Communications of California Company,NOTICE OF SUBSTITUTION OF COUNSEL
"February 22, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=367035770""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/RIZZO/CPUC,"E-Mail Ruling granting party status to CenturyLink Communications, LLC, Level 3 Telecom of California, LP, and Level 3 Communications LLC."
"February 11, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=366625041""><span style=""color:blue""><u>DECISION</u></span></a>",,Decision D2102029 - Decision Adopting Wireline Provider Resiliency Strategies.
"February 08, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364583013""><span style=""color:blue""><u>NOTICE</u></span></a>",Greenlining Institute,NOTICE OF WITHDRAWAL OF COUNSEL
"February 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364582983""><span style=""color:blue""><u>COMMENTS</u></span></a>",Pacific Gas and Electric Company,Reply Comments on Administrative Law Judge’s Ruling
"February 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364582356""><span style=""color:blue""><u>RULING</u></span></a>",ALJ/RIZZO/CPUC,E-Mail Ruling granting party status to California Community Choice Association.
"February 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364582872""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Gas Company,Reply Comments on Administrative Law Judge’s Ruling
"February 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364582986""><span style=""color:blue""><u>COMMENTS</u></span></a>",The Utility Reform Network,Reply Comments on Administrative Law Judge’s Ruling
"February 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364582875""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,Teleport Communications America, LLC,New Cingular Wireless PCS, LLC,AT&T Mobility Wireless Operations Holdings, Inc.,Santa Barbara Cellular Systems, Ltd.",Reply Comments on Administrative Law Judge’s Ruling
"February 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364582321""><span style=""color:blue""><u>COMMENTS</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Reply Comments on Administrative Law Judge’s Ruling
"February 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364583196""><span style=""color:blue""><u>COMMENTS</u></span></a>",SAN DIEGO GAS & ELECTRIC COMPANY,Reply Comments on Administrative Law Judge’s Ruling
"February 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364583199""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison Company,Reply Comments on Administrative Law Judge’s Ruling
"February 05, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=364582543""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Reply Comments on Administrative Law Judge’s Ruling
"February 04, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=363790639""><span style=""color:blue""><u>MOTION</u></span></a>",CALIFORNIA COMMUNITY CHOICE ASSOCIATION,Motion for Party Status of California Community Choice Association
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=363013445""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison,Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=362876311""><span style=""color:blue""><u>COMMENTS</u></span></a>",Communications Workers of America District 9,Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=363013460""><span style=""color:blue""><u>COMMENTS</u></span></a>",Comcast Phone of California LLC,Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=363013325""><span style=""color:blue""><u>COMMENTS</u></span></a>",Utility Consumers' Action Network,Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=362898803""><span style=""color:blue""><u>COMMENTS</u></span></a>",California Cable & Telecommunications Association,Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=378201247""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Bell Telephone Company,AT&T Corp.,Teleport Communications America, LLC",Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=362876283""><span style=""color:blue""><u>COMMENTS</u></span></a>",California State Association of Counties,Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=366583963""><span style=""color:blue""><u>COMMENTS</u></span></a>","Frontier California, Inc.,Citizens Telecommunications Company of California Inc.,Frontier Communications of the Southwest, Inc.",JOINT REPLY COMMENTS ASSIGNED COMMISSIONER BATJER’S PROPOSED DECISION 
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=362876310""><span style=""color:blue""><u>COMMENTS</u></span></a>","The Utility Reform Network,Access Humboldt",Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=362825190""><span style=""color:blue""><u>COMMENTS</u></span></a>","Charter Communications, Inc.",Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=363013459""><span style=""color:blue""><u>COMMENTS</u></span></a>",CAL ADVOCATES/HOOK/CPUC,Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=363013468""><span style=""color:blue""><u>COMMENTS</u></span></a>",National Fuel Cell Research Center,Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=362887815""><span style=""color:blue""><u>COMMENTS</u></span></a>","Calaveras Telephone Company,Cal-Ore Telephone Co.,Ducor Telephone Company,Foresthill Telephone Co.,Happy Valley Telephone Company,Hornitos Telephone Company,Kerman Telephone Co.,Pinnacles Telephone Co.,The Ponderosa Telephone Co.,Sierra Telephone Company, Inc.,The Siskiyou Telephone Company,Volcano Telephone Company,Winterhaven Telephone Company",Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=362849539""><span style=""color:blue""><u>COMMENTS</u></span></a>",Center for Accessible Technology,Reply Comments on Proposed Decision
"February 01, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=362825197""><span style=""color:blue""><u>COMMENTS</u></span></a>",MCIMETRO ACCESS TRANSMISSION SERVICES CORP.,Reply Comments on Proposed Decision
"January 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=361618644""><span style=""color:blue""><u>COMMENTS</u></span></a>",Southern California Edison,Opening Comments on Proposed Decision
"January 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=361756847""><span style=""color:blue""><u>COMMENTS</u></span></a>","The Utility Reform Network,Center for Accessible Technology,National Consumer Law Center,Communications Workers of America, District 9,Access Humboldt",Opening Comments on Proposed Decision
"January 27, 2021","<a href=""https://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=367038404""><span style=""color:blue""><u>COMMENTS</u></span></a>","CenturyLink Communictions, LLC,Level 3 Telecom of California, LP,Level 3 Communications, LLC",JOINT COMMENTS ON PROPOSED DECISION
